records,operation,pattern,cache_state,repetitions,latency_median_ns,latency_min_ns,latency_max_ns,ns_per_op_median,ops_per_sec_median,nodes_read_median,nodes_written_median,bytes_read_median,bytes_written_median,cache_hits_median,cache_misses_median,pg_calls_median,pg_execution_ms_median,pg_shared_blks_hit_median,pg_shared_blks_read_median,pg_wal_bytes_median,tree_records_median,tree_nodes_median,tree_height_median,tree_bytes_median,table_bytes_after_median,index_bytes_after_median
1000000,batch,append,cold-manager,3,1122343917,1053904292,1523130459,3741.14639,267297.7466674326,4.0,2295.0,13422.0,9510489.0,0.0,4.0,2299.0,98.49491800000006,15851.0,0.0,3022201.0,1300000.0,10010.0,3.0,41159896.0,12066816.0,892928.0
1000000,batch,clustered,cold-manager,3,2838448292,2695481541,2853371750,9461.494306666667,105691.55014926022,2213.0,2211.0,9514411.0,9503156.0,0.0,2213.0,4424.0,137.7433060000002,22393.0,0.0,2927639.0,1000000.0,7719.0,3.0,31662829.0,11976704.0,901120.0
1000000,batch,random,cold-manager,3,9085377083,8721699542,10090863041,30284.590276666666,33020.093415972966,7659.0,7659.0,31650238.0,31650238.0,0.0,7659.0,15318.0,432.42660799999993,77580.0,0.0,10268113.0,1000000.0,7719.0,3.0,31662829.0,18751488.0,1179648.0
1000000,build,base,cold-manager,1,3425351125,3425351125,3425351125,3425.351125,291940.8736527704,0.0,7719.0,0.0,31662829.0,0.0,0.0,7719.0,309.2149120000003,51423.0,2.0,9578658.0,1000000.0,7719.0,3.0,31662829.0,9068544.0,491520.0
1000000,diff,append,cold-manager,3,1616231250,1515708875,1841486292,5387.4375,185617.0025174306,2299.0,0.0,9523911.0,0.0,0.0,2299.0,2299.0,41.474195000000066,7355.0,0.0,0.0,1300000.0,10010.0,3.0,41159896.0,12075008.0,892928.0
1000000,diff,clustered,cold-manager,3,955105750,914459750,1165408125,3183.6858333333334,314101.34427522816,4422.0,0.0,19006312.0,0.0,4418.0,4422.0,4422.0,108.7803640000002,14002.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,11976704.0,901120.0
1000000,diff,random,cold-manager,3,3717059583,3379560709,5014761583,12390.19861,80708.95644827763,15324.0,0.0,63301056.0,0.0,15322.0,15324.0,15324.0,435.0631290000026,48565.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,18792448.0,1187840.0
1000000,full_scan,append,cold-manager,1,5167524459,5167524459,5167524459,5167.524459,193516.25869101667,7719.0,0.0,31662829.0,0.0,106969.0,7719.0,7719.0,131.19785799999983,24362.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_cold,append,cold-manager,3,29234913666,28100571875,55574429500,2923491.3666,342.0567652173343,40000.0,0.0,199062901.0,0.0,0.0,40000.0,40000.0,1044.0007269999967,197750.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9207808.0,622592.0
1000000,get_cold,clustered,cold-manager,3,30063622583,27320145583,31086097375,3006362.2583,332.6279117691783,40000.0,0.0,232712982.0,0.0,0.0,40000.0,40000.0,1177.5664080000092,199957.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9216000.0,622592.0
1000000,get_cold,random,cold-manager,3,28361607666,26465241375,50086439084,2836160.7666,352.5893213729219,40000.0,0.0,172775425.0,0.0,0.0,40000.0,40000.0,974.0772479999965,180149.0,0.0,0.0,1000000.0,7719.0,3.0,31662829.0,9216000.0,622592.0
