suite,target,records,api,pattern,pairs,samples_per_revision_pair,baseline_median_ns,candidate_median_ns,median_latency_change_pct,baseline_throughput,candidate_throughput,throughput_change_pct,baseline_p50_ns,candidate_p50_ns,p50_change_pct,baseline_p95_ns,candidate_p95_ns,p95_change_pct,paired_median_latency_change_pct,paired_median_latency_change_ns,paired_median_throughput_change_pct,paired_median_p50_change_pct,paired_median_p50_change_ns,paired_median_p95_change_pct,paired_median_p95_change_ns
local-adapters,sqlite-sync,10000,diff,append,20,3,8208.5,8437.5,2.7897910702320767,12183754.499239303,11851921.814933144,-2.7235667324622943,8208.5,8437.5,2.7897910702320767,8208.5,8437.5,2.7897910702320767,5.522981366459627,437.5,-5.2289834088677765,5.522981366459627,437.5,5.522981366459627,437.5
local-adapters,sqlite-sync,10000,diff,clustered,20,3,10729.5,11313.0,5.438277645743045,9320132.815910112,8840135.399336454,-5.150113480724972,10729.5,11313.0,5.438277645743045,10729.5,11313.0,5.438277645743045,4.920137444684446,562.5,-4.689187633555568,4.920137444684446,562.5,4.920137444684446,562.5
