schema,records,api,pattern,repetitions,configured_changes,sqlite_latency_median_ns,sqlite_latency_min_ns,sqlite_latency_max_ns,sqlite_throughput_median_ops_sec,sqlite_throughput_min_ops_sec,sqlite_throughput_max_ops_sec,sqlite_p50_ns_median,sqlite_p95_ns_median,sqlite_p99_ns_median,sqlite_max_ns_median,turso_latency_median_ns,turso_latency_min_ns,turso_latency_max_ns,turso_throughput_median_ops_sec,turso_throughput_min_ops_sec,turso_throughput_max_ops_sec,turso_p50_ns_median,turso_p95_ns_median,turso_p99_ns_median,turso_max_ns_median,turso_over_sqlite_latency_ratio,turso_over_sqlite_throughput_ratio
sqlite-turso-local-v1,50000,diff,random,3,500,19902250.0,19507459,25486708,25122.787624514815,19618.06915196737,25631.22137024612,,,,,34881458.0,34319125,40383583,14334.263206543717,12381.268893352033,14569.136013811541,,,,,1.7526389227348667,0.5705681798048694
sqlite-turso-local-v1,50000,merge,append,3,500,2576000.0,2363459,2747250,388198.7577639752,364000.364000364,423108.6725007711,,,,,6476291.0,5660791,7253542,154409.36795459007,137863.68094373756,176653.75739892182,,,,,2.5140881211180126,0.397758531851024
sqlite-turso-local-v1,50000,merge,clustered,3,500,1719792.0,1708250,1799292,581465.6656153768,555774.1600585119,585394.4094833895,,,,,4394541.0,4131041,4685917,227555.05068674978,213405.40176021043,242069.73496510927,,,,,2.555274707639063,0.39134735573066676
sqlite-turso-local-v1,50000,merge,random,3,500,94089916.0,91092375,104012459,10628.131499235264,9614.232848778242,10977.867247395843,,,,,116639375.0,112461000,121611250,8573.434142629794,8222.92345486129,8891.971438987737,,,,,1.239658615488614,0.8066736983115693
sqlite-turso-local-v1,50000,put,append,3,500,114077584.0,111985792,128098084,4382.982023882974,3903.259005809954,4464.852112668007,166125.0,344459.0,1547834.0,5621417.0,728935750.0,697118750,775778667,685.9315104246156,644.5137270061075,717.2379167824707,1347542.0,1796125.0,3304375.0,6574083.0,6.389824577631307,0.1564988189974219
sqlite-turso-local-v1,50000,put,clustered,3,500,176761000.0,152128208,230330042,2828.678271790723,2170.798023820097,3286.701438039683,217208.0,448583.0,5438667.0,13489750.0,883285291.0,864069708,1102024375,566.0685229275487,453.7104726018424,578.6570173340691,1727417.0,2041833.0,3335375.0,8950459.0,4.997059820888092,0.20011767636239286
sqlite-turso-local-v1,50000,put,random,3,500,175889125.0,161647750,198733459,2842.6999110945603,2515.9326593314113,3093.145435058638,240125.0,497875.0,5201167.0,7880208.0,985026833.0,954856292,1285177833,507.60038533894436,389.0512170077244,523.639006402442,1919291.0,2483500.0,3791042.0,24524792.0,5.600271381189713,0.1785627752538595
sqlite-turso-local-v1,100000,batch,append,3,1000,8160958.0,7602416,8447334,122534.63380157085,118380.54467835651,131537.13240632977,,,,,4480792.0,3847708,4875875,223174.8315922721,205091.39385238546,259894.9816358206,,,,,0.5490522068610082,1.8213204272816057
sqlite-turso-local-v1,100000,batch,clustered,3,1000,12858833.0,11478542,13154333,77767.55480065726,76020.57816234393,87119.07836378523,,,,,21461416.0,9030458,22046542,46595.24795568009,45358.58730135547,110736.35467879924,,,,,1.6690018448797026,0.5991605120556817
sqlite-turso-local-v1,100000,batch,random,3,1000,92615042.0,90289125,98662791,10797.382135830592,10135.533262990706,11075.530967876806,,,,,118506125.0,117286959,129768791,8438.38240428501,7706.0130736673045,8526.097091493351,,,,,1.2795559170615072,0.7815211407849172
sqlite-turso-local-v1,100000,diff,append,3,1000,1026708.0,922000,1738083,973986.7615719367,575346.5168234198,1084598.6984815618,,,,,1313125.0,1199625,3342375,761542.1227986673,299188.45132577885,833593.8314056476,,,,,1.2789663662891495,0.7818813898143742
sqlite-turso-local-v1,100000,diff,clustered,3,1000,1666459.0,1634459,1814042,600074.7693162569,551255.1528575413,611823.2393715597,,,,,2094458.0,1991042,2342250,477450.4907713595,426939.90820791974,502249.5758502332,,,,,1.2568314011925885,0.7956516674003489
