implementation,revision,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,run
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,write,3000000,17961877750,5987.293,167020.400,e6dbf9a1f5bf1fbb,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,point_read,100000,267821416,2678.214,373383.135,e6dbf9a1f5bf1fbb,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,range_scan,11500000,462993666,40.260,24838352.756,e6dbf9a1f5bf1fbb,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,write,3000000,14527838125,4842.613,206500.098,6ca617ea012d7c88,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,point_read,100000,71010542,710.105,1408241.610,6ca617ea012d7c88,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,range_scan,11500000,485584834,42.225,23682782.482,6ca617ea012d7c88,11500000,true,2
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,clustered,write,3000000,2293838209,764.613,1307851.612,6ca617ea012d7c88,11500000,true,2
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,clustered,point_read,100000,31522875,315.229,3172299.481,6ca617ea012d7c88,11500000,true,2
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,clustered,range_scan,11500000,437322833,38.028,26296363.081,6ca617ea012d7c88,11500000,true,2
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,append,write,10000000,5750752708,575.075,1738902.802,f7849416b3dcc750,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,append,point_read,100000,126108375,1261.084,792968.746,f7849416b3dcc750,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,append,range_scan,10000000,350930916,35.093,28495637.016,f7849416b3dcc750,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,write,10000000,151217856333,15121.786,66129.756,f7849416b3dcc750,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,point_read,100000,204155875,2041.559,489821.809,f7849416b3dcc750,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,range_scan,10000000,409804166,40.980,24401899.321,f7849416b3dcc750,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,random,write,10000000,11117331292,1111.733,899496.447,4d41b1d77b2f6508,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,random,point_read,100000,127592708,1275.927,783743.848,4d41b1d77b2f6508,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,random,range_scan,10000000,402788375,40.279,24826933.002,4d41b1d77b2f6508,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,write,10000000,104498483208,10449.848,95695.169,4d41b1d77b2f6508,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,point_read,100000,196033208,1960.332,510117.653,4d41b1d77b2f6508,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,range_scan,10000000,409982667,40.998,24391275.058,4d41b1d77b2f6508,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,write,10000000,82007995792,8200.800,121939.329,6966fef6c9ae31a0,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,point_read,100000,205839208,2058.392,485816.094,6966fef6c9ae31a0,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,range_scan,10000000,413021541,41.302,24211812.236,6966fef6c9ae31a0,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,clustered,write,10000000,7012687708,701.269,1425986.785,6966fef6c9ae31a0,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,clustered,point_read,100000,114329833,1143.298,874662.346,6966fef6c9ae31a0,10000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,fresh,clustered,range_scan,10000000,348664125,34.866,28680897.411,6966fef6c9ae31a0,10000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,write,3000000,14419056167,4806.352,208058.001,f87678739d7b42d0,13000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,point_read,100000,71841667,718.417,1391949.883,f87678739d7b42d0,13000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,range_scan,13000000,587840917,45.219,22114826.689,f87678739d7b42d0,13000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,append,write,3000000,1826361000,608.787,1642610.634,f87678739d7b42d0,13000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,append,point_read,100000,35492000,354.920,2817536.346,f87678739d7b42d0,13000000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,append,range_scan,13000000,510038333,39.234,25488280.309,f87678739d7b42d0,13000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,write,3000000,17747845333,5915.948,169034.604,e6dbf9a1f5bf1fbb,11500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,point_read,100000,268467459,2684.675,372484.622,e6dbf9a1f5bf1fbb,11500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,range_scan,11500000,461391042,40.121,24924627.817,e6dbf9a1f5bf1fbb,11500000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,random,write,3000000,10433065666,3477.689,287547.313,e6dbf9a1f5bf1fbb,11500000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,random,point_read,100000,145973833,1459.738,685054.286,e6dbf9a1f5bf1fbb,11500000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,random,range_scan,11500000,450681209,39.190,25516928.087,e6dbf9a1f5bf1fbb,11500000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,clustered,write,3000000,2527357958,842.453,1187010.329,6ca617ea012d7c88,11500000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,clustered,point_read,100000,34927083,349.271,2863107.692,6ca617ea012d7c88,11500000,true,3
rust-go-binding,53e6d8ac90a4+binding.5672162d108e,10000000,mutation,clustered,range_scan,11500000,473884042,41.207,24267540.117,6ca617ea012d7c88,11500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,write,3000000,13115144375,4371.715,228743.193,6ca617ea012d7c88,11500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,point_read,100000,71273458,712.735,1403046.840,6ca617ea012d7c88,11500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,range_scan,11500000,487480583,42.390,23590683.201,6ca617ea012d7c88,11500000,true,3
