version,profile,records,run,workload,operations,total_ns,ns_per_op,ops_per_sec,nodes_read,nodes_written,bytes_read,bytes_written,cache_hits,cache_misses,cache_evictions,result_entries,num_nodes,num_leaves,num_internal,height,tree_bytes,db_bytes_before,db_bytes_after,wal_bytes_after,shm_bytes_after,fixture_bytes_after,sqlite_node_count,sqlite_node_payload_bytes,validated,status
current,full,1000,1,random_batch_updates,100,983083,9830.830,101720.811,8,8,42086,42086,4,8,0,1000,8,7,1,1,42086,69632,131072,0,0,131072,16,84172,true,ok
current,full,1000,1,clustered_batch_updates,100,586958,5869.580,170369.941,3,2,10814,7603,3,3,0,1000,8,7,1,1,42086,69632,86016,0,0,86016,10,49689,true,ok
current,full,1000,1,random_batch_deletes,100,1018041,10180.410,98227.871,8,8,42086,37986,2,8,0,900,8,7,1,1,37986,69632,118784,0,0,118784,16,80072,true,ok
current,full,1000,1,clustered_batch_deletes,100,740833,7408.330,134983.188,4,2,23773,3491,3,4,0,900,8,7,1,1,37974,69632,81920,0,0,81920,10,45577,true,ok
current,full,1000,1,identical_diff,1,12375,12375.000,80808.081,0,0,0,0,0,0,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,full,1000,1,append_sparse_diff,100,65042,650.420,1537468.098,4,0,11260,0,0,4,0,1100,8,7,1,1,46200,69632,86016,0,32768,118784,10,49773,true,ok
current,full,1000,1,random_sparse_diff,100,281667,2816.670,355029.166,16,0,84172,0,2,16,0,1000,8,7,1,1,42086,69632,131072,0,32768,163840,16,84172,true,ok
current,full,1000,1,clustered_sparse_diff,100,74375,743.750,1344537.815,4,0,15206,0,2,4,0,1000,8,7,1,1,42086,69632,86016,0,32768,118784,10,49689,true,ok
current,full,1000,1,random_delete_diff,100,274083,2740.830,364852.982,16,0,80072,0,2,16,0,900,8,7,1,1,37986,69632,118784,0,32768,151552,16,80072,true,ok
current,full,1000,1,clustered_delete_diff,100,64417,644.170,1552385.240,4,0,11094,0,2,4,0,900,8,7,1,1,37974,69632,81920,0,32768,114688,10,45577,true,ok
current,full,1000,1,append_disjoint_sparse_merge,100,343542,3435.420,291085.224,6,2,14833,7687,12,6,0,1100,8,7,1,1,46200,69632,102400,0,0,102400,14,61033,true,ok
current,full,1000,1,random_disjoint_sparse_merge,100,376584,3765.840,265545.005,6,2,22809,7603,0,6,0,1000,8,7,1,1,42086,69632,151552,0,0,151552,20,99378,true,ok
current,full,1000,1,clustered_disjoint_sparse_merge,100,343000,3430.000,291545.190,6,2,22809,7603,0,6,0,1000,8,7,1,1,42086,69632,102400,0,0,102400,14,64895,true,ok
