profile,records,workload,runs,operations,original_total_ns,current_total_ns,latency_delta_pct,latency_class,original_min_ns,original_max_ns,current_min_ns,current_max_ns,original_ns_per_op,current_ns_per_op,original_ops_per_sec,current_ops_per_sec,original_peak_rss,current_peak_rss,rss_delta_pct,memory_regression,original_fixture_bytes,current_fixture_bytes,fixture_delta_pct,size_regression,original_nodes_read,current_nodes_read,original_nodes_written,current_nodes_written,original_bytes_read,current_bytes_read,original_bytes_written,current_bytes_written,io_regression,original_tree_bytes,current_tree_bytes,original_node_payload,current_node_payload,original_num_nodes,current_num_nodes,original_height,current_height,original_entries,current_entries
normal,1000,shuffled_batch_build,5,1000,1092666,913416,-16.405,noise-sensitive,990125,1343500,896750,1302917,1092.666,913.416,915192.749,1094791.420,5177344,5226496,0.949,false,57344,69632,21.429,false,0,0,0,0,0,0,0,0,false,41461,42086,41461,42086,5,8,1,1,1000,1000
normal,1000,sorted_stream_build,5,1000,1013667,832875,-17.835,noise-sensitive,858542,2100625,763584,1063416,1013.667,832.875,986517.268,1200660.363,4866048,4915200,1.010,false,57344,69632,21.429,false,0,0,0,0,0,0,0,0,false,41461,42086,41461,42086,5,8,1,1,1000,1000
normal,10000,append_batch_upserts,5,100,1830792,1775875,-3.000,noise-sensitive,1157417,4002250,816625,5278375,18307.920,17758.750,54621.169,56310.270,7847936,6881280,-12.317,false,499712,499712,0.000,false,2,2,3,2,6995,5718,11188,9833,false,418414,420190,425409,425908,41,39,1,1,10100,10100
normal,10000,append_disjoint_sparse_merge,5,100,708291,628292,-11.295,noise-sensitive,631125,996083,451208,690375,7082.910,6282.920,141184.908,159161.664,7946240,7159808,-9.897,false,524288,536576,2.344,false,6,6,2,2,25101,21274,11108,9833,false,418334,420190,443435,441464,40,39,1,1,10100,10100
normal,10000,append_sparse_diff,5,100,214208,89709,-58.121,noise-sensitive,210959,248000,88834,261209,2142.080,897.090,466835.973,1114715.357,7487488,6864896,-8.315,false,532480,532480,0.000,false,5,4,0,0,18183,15551,0,0,false,418414,420190,425409,425908,41,39,1,1,10100,10100
normal,10000,clustered_batch_deletes,5,100,1330833,1553458,16.728,material regression,1007875,3734792,1487167,6493792,13308.330,15534.580,75140.908,64372.516,7634944,7307264,-4.292,false,512000,520192,1.600,false,3,7,3,4,23564,67048,19451,30238,true,410108,411838,433672,446313,40,38,1,1,9900,9900
normal,10000,clustered_batch_updates,5,100,1396417,1370125,-1.883,noise-sensitive,1038375,3453333,960750,5666708,13964.170,13701.250,71611.847,72986.041,7733248,7127040,-7.839,false,512000,520192,1.600,false,4,5,3,4,29031,33569,23564,29454,true,414221,416075,437785,445529,40,39,1,1,10000,10000
normal,10000,clustered_conflict_resolved_merge,5,50,354375,161875,-54.321,noise-sensitive,346042,414666,155625,523792,7087.500,3237.500,141093.474,308880.309,7733248,7045120,-8.898,false,528384,503808,-4.651,false,6,6,0,0,46026,14079,0,0,false,414221,416075,444905,425461,40,39,1,1,10000,10000
normal,10000,clustered_delete_diff,5,100,3455167,380125,-88.998,noise-sensitive,3315541,3846333,358833,540667,34551.670,3801.250,28942.161,263071.358,10141696,7536640,-25.687,false,544768,552960,1.504,false,43,9,0,0,433672,64713,0,0,false,410108,411838,433672,446313,40,38,1,1,9900,9900
normal,10000,clustered_disjoint_sparse_merge,5,100,748042,384125,-48.649,noise-sensitive,652666,1188959,344750,582375,7480.420,3841.250,133682.333,260331.923,7929856,7372800,-7.025,false,557056,548864,-1.471,false,6,6,2,2,46026,14079,15342,4693,false,414221,416075,468469,454915,40,39,1,1,10000,10000
normal,10000,clustered_reads_cold_manager,5,1000000,647684000,420802792,-35.030,material gain,612735709,820629542,419077000,630645959,647.684,420.803,1543962.797,2376410.088,5865472,5685248,-3.073,false,516096,516096,0.000,false,40,39,0,0,414221,416075,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,clustered_reads_warm_manager,5,1000000,667846834,418802000,-37.291,material gain,608197000,911883083,410010916,613766458,667.847,418.802,1497349.316,2387763.191,5881856,5685248,-3.343,false,516096,516096,0.000,false,0,0,0,0,0,0,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,clustered_sparse_diff,5,100,303708,277458,-8.643,noise-sensitive,291292,331125,239167,387375,3037.080,2774.580,329263.635,360414.910,7651328,7176192,-6.210,false,544768,552960,1.504,false,6,8,0,0,47128,58908,0,0,true,414221,416075,437785,445529,40,39,1,1,10000,10000
normal,10000,identical_diff,5,1,1667,1542,-7.499,noise-sensitive,1334,4417,1334,3958,1667.000,1542.000,599880.024,648508.431,7061504,6586368,-6.729,false,516096,516096,0.000,false,0,0,0,0,0,0,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,random_batch_deletes,5,100,7089541,5487916,-22.591,material gain,6712250,19776708,5316083,11703750,70895.410,54879.160,14105.286,18221.853,10584064,10092544,-4.644,false,921600,937984,1.778,false,35,40,35,36,381623,417677,377523,397649,true,410121,411972,791744,813724,40,39,1,1,9900,9900
normal,10000,random_batch_updates,5,100,7025917,6091750,-13.296,material gain,6838916,18412750,4756166,10366542,70259.170,60917.500,14233.018,16415.644,10780672,10289152,-4.559,false,921600,925696,0.444,false,35,35,35,35,381623,390152,381623,390152,false,414221,416075,795844,806227,40,39,1,1,10000,10000
normal,10000,random_conflict_resolved_merge,5,50,5870208,2925500,-50.164,material gain,5611875,6139875,2862542,7389917,117404.160,58510.000,8517.586,17091.096,12353536,11894784,-3.714,false,1228800,1282048,4.333,false,84,93,0,0,987885,1057785,0,0,true,414221,416075,1072811,1121265,40,39,1,1,10000,10000
normal,10000,random_delete_diff,5,100,3986917,2980917,-25.233,material gain,3889792,4213666,2725292,3156833,39869.170,29809.170,25082.037,33546.724,10502144,10354688,-1.404,false,954368,970752,1.717,false,70,72,0,0,759146,799401,0,0,true,410121,411972,791744,813724,40,39,1,1,9900,9900
normal,10000,random_disjoint_sparse_merge,5,100,497917,622625,25.046,noise-sensitive,450084,563333,558417,781500,4979.170,6226.250,200836.686,160610.319,9109504,8781824,-3.597,false,942080,978944,3.913,false,6,6,2,2,29250,68220,9750,22740,true,414221,416075,815344,851707,40,39,1,1,10000,10000
normal,10000,random_reads_cold_manager,5,1000000,679011208,424347083,-37.505,material gain,607233209,824755167,414319084,564796500,679.011,424.347,1472729.740,2356561.504,6111232,5849088,-4.290,false,516096,516096,0.000,false,40,39,0,0,414221,416075,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,random_reads_warm_manager,5,1000000,663062208,418262291,-36.920,material gain,602088375,834515459,408908875,573791667,663.062,418.262,1508154.119,2390844.266,6078464,5799936,-4.582,false,516096,516096,0.000,false,0,0,0,0,0,0,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,random_sparse_diff,5,100,3981791,2363958,-40.631,material gain,3868959,4158458,2189542,5887791,39817.910,23639.580,25114.327,42301.936,10780672,10354688,-3.951,false,954368,958464,0.429,false,70,70,0,0,763246,780304,0,0,false,414221,416075,795844,806227,40,39,1,1,10000,10000
normal,10000,right_edge_reads_cold_manager,5,1000000,701591125,427725125,-39.035,material gain,615923042,830860917,411094917,540637791,701.591,427.725,1425331.599,2337950.103,5865472,5701632,-2.793,false,516096,516096,0.000,false,40,39,0,0,414221,416075,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,right_edge_reads_warm_manager,5,1000000,707693834,422217875,-40.339,material gain,600945083,745542875,417926417,558545875,707.694,422.218,1413040.431,2368445.438,5881856,5685248,-3.343,false,516096,516096,0.000,false,0,0,0,0,0,0,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,shuffled_batch_build,5,10000,6147791,5692125,-7.412,noise-sensitive,5484583,7304333,5421875,7773625,614.779,569.212,1626600.514,1756813.141,10960896,10436608,-4.783,false,483328,483328,0.000,false,0,0,0,0,0,0,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,10000,sorted_stream_build,5,10000,6171042,5584583,-9.503,material gain,5708917,10136750,5323583,7257375,617.104,558.458,1620471.875,1790643.993,8355840,8044544,-3.725,false,483328,483328,0.000,false,0,0,0,0,0,0,0,0,false,414221,416075,414221,416075,40,39,1,1,10000,10000
normal,50000,append_batch_upserts,5,500,5773625,6839666,18.464,material regression,3987625,12893834,5339500,45783292,11547.250,13679.332,86600.706,73102.985,16908288,15777792,-6.686,false,2408448,2420736,0.510,false,2,2,6,5,8594,17614,29466,38557,true,2092074,2100520,2100668,2118134,203,190,1,1,50500,50500
normal,50000,append_disjoint_sparse_merge,5,500,1396083,1289583,-7.628,noise-sensitive,1000000,2271333,1007125,2760791,2792.166,2579.166,358144.895,387722.233,16941056,15941632,-5.899,false,2433024,2457600,1.010,false,7,7,3,3,37988,59058,20795,23825,true,2091996,2100520,2121846,2150939,202,190,1,1,50500,50500
normal,50000,append_sparse_diff,5,500,844250,572500,-32.188,noise-sensitive,466833,1317333,317750,742167,1688.500,1145.000,592241.635,873362.445,16465920,15319040,-6.965,false,2441216,2453504,0.503,false,8,7,0,0,38060,56171,0,0,true,2092074,2100520,2100668,2118134,203,190,1,1,50500,50500
normal,50000,clustered_batch_deletes,5,500,4699500,7835375,66.728,material regression,3875834,11980542,5655166,18355917,9399.000,15670.750,106394.297,63813.155,16515072,15319040,-7.242,false,2387968,2404352,0.686,false,4,6,3,2,39304,70384,18668,18360,true,2050566,2058769,2089870,2097937,198,185,1,1,49500,49500
normal,50000,clustered_batch_updates,5,500,5906667,6353083,7.558,noise-sensitive,4865333,13571792,5523417,19697166,11813.334,12706.166,84650.108,78701.947,16908288,15319040,-9.399,false,2408448,2420736,0.510,false,5,5,4,4,40289,49246,39304,39168,true,2071202,2079577,2110506,2118745,199,187,1,1,50000,50000
normal,50000,clustered_conflict_resolved_merge,5,250,1504417,925792,-38.462,noise-sensitive,1082000,2059625,746000,3079584,6017.668,3703.168,166177.330,270039.058,17203200,15499264,-9.905,false,2457600,2461696,0.167,false,12,9,0,0,117912,101949,0,0,false,2071202,2079577,2149810,2147543,199,187,1,1,50000,50000
normal,50000,clustered_delete_diff,5,500,19833375,445875,-97.752,noise-sensitive,17611375,32657375,359541,491000,39666.750,891.750,25210.031,1121390.524,30572544,15269888,-50.054,false,2420736,2437120,0.677,false,202,6,0,0,2089870,57528,0,0,false,2050566,2058769,2089870,2097937,198,185,1,1,49500,49500
normal,50000,clustered_disjoint_sparse_merge,5,500,1072958,1627292,51.664,material regression,675458,1836000,1284792,2383583,2145.916,3254.584,466001.465,307258.931,16728064,15368192,-8.129,false,2445312,2461696,0.670,false,6,6,2,2,34419,52476,11473,17492,true,2071202,2079577,2133452,2153729,199,187,1,1,50000,50000
normal,50000,clustered_reads_cold_manager,5,1000000,670979417,456401459,-31.980,material gain,638575334,753027375,423922333,548406583,670.979,456.401,1490358.683,2191053.469,15351808,14041088,-8.538,false,2400256,2408448,0.341,false,54,41,0,0,428763,426678,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,clustered_reads_warm_manager,5,1000000,647955792,431708500,-33.374,material gain,626554667,786317834,410214750,595170959,647.956,431.709,1543315.165,2316377.834,15253504,14057472,-7.841,false,2400256,2408448,0.341,false,0,0,0,0,0,0,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,clustered_sparse_diff,5,500,710625,887208,24.849,noise-sensitive,565750,824875,517417,4654750,1421.250,1774.416,703605.981,563565.703,16351232,14974976,-8.417,false,2441216,2453504,0.503,false,8,8,0,0,78608,78336,0,0,false,2071202,2079577,2110506,2118745,199,187,1,1,50000,50000
normal,50000,identical_diff,5,1,1625,1584,-2.523,noise-sensitive,1333,4583,1333,2459,1625.000,1584.000,615384.615,631313.131,15695872,14450688,-7.933,false,2400256,2408448,0.341,false,0,0,0,0,0,0,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,random_batch_deletes,5,500,42768333,41098208,-3.905,noise-sensitive,41101500,71187250,34806792,90656708,85536.666,82196.416,11690.893,12165.981,33357824,28983296,-13.114,false,4501504,4550656,1.092,false,169,188,169,160,1915782,2086957,1895282,1906853,true,2050702,2058570,3966484,3986430,199,183,1,1,49500,49500
normal,50000,random_batch_updates,5,500,43533208,38892875,-10.659,material gain,41695083,69541541,32799208,121041875,87066.416,77785.750,11485.485,12855.825,33587200,29900800,-10.976,false,4542464,4534272,-0.180,false,169,158,169,158,1915782,1902498,1915782,1902498,false,2071202,2079577,3986984,3982075,199,187,1,1,50000,50000
normal,50000,random_conflict_resolved_merge,5,250,30713792,16138667,-47.455,material gain,29571833,33480875,15254750,21303000,122855.168,64554.668,8139.666,15490.747,37584896,34684928,-7.716,false,6053888,6221824,2.774,false,414,399,0,0,4975320,5173467,0,0,true,2071202,2079577,5388082,5528555,199,187,1,1,50000,50000
normal,50000,random_delete_diff,5,500,19410750,14918417,-23.144,noise-sensitive,17587125,21737042,14068500,22212625,38821.500,29836.834,25758.922,33515.620,47972352,29163520,-39.208,false,4534272,4583424,1.084,false,368,324,0,0,3966484,3834713,0,0,false,2050702,2058570,3966484,3986430,199,183,1,1,49500,49500
normal,50000,random_disjoint_sparse_merge,5,500,777292,642792,-17.304,noise-sensitive,682958,1002333,600834,7119417,1554.584,1285.584,643258.904,777856.601,23330816,20234240,-13.272,false,4554752,4567040,0.270,false,6,6,2,2,49218,52845,16406,17615,true,2071202,2079577,4019796,4017305,199,187,1,1,50000,50000
normal,50000,random_reads_cold_manager,5,1000000,715106042,530908542,-25.758,material gain,664138041,799069917,493344750,599478541,715.106,530.909,1398394.002,1883563.591,12582912,11698176,-7.031,false,2400256,2408448,0.341,false,199,187,0,0,2071202,2079577,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,random_reads_warm_manager,5,1000000,680445708,505183375,-25.757,material gain,642317166,755143000,485996708,602338625,680.446,505.183,1469624.965,1979479.234,12566528,11681792,-7.040,false,2400256,2408448,0.341,false,0,0,0,0,0,0,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,random_sparse_diff,5,500,21479583,11765833,-45.223,material gain,21323334,23263500,10855417,20387375,42959.166,23531.666,23277.919,42495.929,33619968,29982720,-10.819,false,4575232,4567040,-0.179,false,338,316,0,0,3831564,3804996,0,0,false,2071202,2079577,3986984,3982075,199,187,1,1,50000,50000
normal,50000,right_edge_reads_cold_manager,5,1000000,663087792,445209584,-32.858,material gain,636537000,757319416,418244084,743995084,663.088,445.210,1508095.929,2246133.138,15302656,13959168,-8.779,false,2400256,2408448,0.341,false,40,36,0,0,428358,428374,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,right_edge_reads_warm_manager,5,1000000,649490250,428267375,-34.061,material gain,622461833,734642833,408192667,646000709,649.490,428.267,1539668.994,2334989.911,15187968,13975552,-7.983,false,2400256,2408448,0.341,false,0,0,0,0,0,0,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,shuffled_batch_build,5,50000,27886458,26953583,-3.345,noise-sensitive,26446500,39080958,25992167,45061917,557.729,539.072,1792984.968,1855040.942,30654464,31997952,4.383,false,2367488,2375680,0.346,false,0,0,0,0,0,0,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,50000,sorted_stream_build,5,50000,29848292,27238000,-8.745,noise-sensitive,27869208,43917250,26642667,42042917,596.966,544.760,1675137.726,1835670.754,20627456,19890176,-3.574,false,2367488,2375680,0.346,false,0,0,0,0,0,0,0,0,false,2071202,2079577,2071202,2079577,199,187,1,1,50000,50000
normal,100000,append_batch_upserts,5,1000,11167042,8890458,-20.387,noise-sensitive,9634459,28191292,7956709,26390583,11167.042,8890.458,89549.229,112480.144,28049408,26017792,-7.243,false,4780032,4763648,-0.343,false,3,3,9,5,24446,8001,66032,49375,false,4182715,4200803,4207161,4208804,387,378,2,2,101000,101000
normal,100000,append_disjoint_sparse_merge,5,1000,3794166,2776750,-26.815,noise-sensitive,3706667,6737750,2648167,6808875,3794.166,2776.750,263562.533,360133.249,28016640,25722880,-8.187,false,4820992,4812800,-0.170,false,10,10,4,4,79092,45106,30194,29098,false,4182481,4200803,4243280,4243191,384,378,2,2,101000,101000
normal,100000,append_sparse_diff,5,1000,1088292,766417,-29.576,noise-sensitive,941459,2202958,534000,1358625,1088.292,766.417,918871.038,1304772.728,27246592,25264128,-7.276,false,4812800,4796416,-0.340,false,12,8,0,0,90478,57376,0,0,false,4182715,4200803,4207161,4208804,387,378,2,2,101000,101000
normal,100000,clustered_batch_deletes,5,1000,8431125,11014250,30.638,material regression,7728750,20379625,10904333,31231291,8431.125,11014.250,118608.134,90791.475,27459584,25198592,-8.234,false,4747264,4734976,-0.259,false,6,10,4,3,78963,98359,37691,23984,true,4099857,4117806,4178820,4183413,379,372,2,2,99000,99000
normal,100000,clustered_batch_updates,5,1000,13619167,13308167,-2.284,noise-sensitive,10642166,28365250,12115084,36690334,13619.167,13308.167,73425.930,75141.828,27688960,25722880,-7.101,false,4792320,4788224,-0.085,false,8,9,6,7,103293,73438,78963,65607,true,4141129,4159429,4220092,4225036,381,376,2,2,100000,100000
normal,100000,clustered_conflict_resolved_merge,5,500,1548583,1285875,-16.964,material gain,1320584,2479041,1184375,1692041,3097.166,2571.750,322875.816,388840.284,28147712,25624576,-8.964,false,4833280,4833280,0.000,false,15,18,0,0,173613,157086,0,0,true,4141129,4159429,4256871,4264153,381,376,2,2,100000,100000
normal,100000,clustered_delete_diff,5,1000,33309416,671917,-97.983,noise-sensitive,28881500,60776500,610958,742708,33309.416,671.917,30021.541,1488279.058,37339136,25165824,-32.602,false,4780032,4767744,-0.257,false,208,10,0,0,2183166,89591,0,0,false,4099857,4117806,4178820,4183413,379,372,2,2,99000,99000
normal,100000,clustered_disjoint_sparse_merge,5,1000,2218541,2148792,-3.144,noise-sensitive,1752500,4748042,1612083,3845500,2218.541,2148.792,450746.684,465377.756,27820032,25755648,-7.420,false,4849664,4837376,-0.253,false,9,9,3,3,86913,63054,28971,21018,false,4141129,4159429,4278034,4267072,381,376,2,2,100000,100000
normal,100000,clustered_reads_cold_manager,5,1000000,777820542,442563167,-43.102,material gain,749856917,945475500,434846083,533068792,777.821,442.563,1285643.598,2259564.452,25640960,23904256,-6.773,false,4739072,4739072,0.000,false,41,43,0,0,449147,427654,0,0,true,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,clustered_reads_warm_manager,5,1000000,766979042,424656750,-44.633,material gain,727101708,856258625,419757459,482198208,766.979,424.657,1303816.591,2354843.059,25657344,23773184,-7.344,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,clustered_sparse_diff,5,1000,1543417,1247917,-19.146,material gain,1304833,4631792,1106416,1740458,1543.417,1247.917,647913.040,801335.345,27164672,25296896,-6.876,false,4825088,4820992,-0.085,false,12,14,0,0,157926,131214,0,0,true,4141129,4159429,4220092,4225036,381,376,2,2,100000,100000
normal,100000,identical_diff,5,1,1292,1542,19.350,noise-sensitive,1250,1709,1375,1958,1292.000,1542.000,773993.808,648508.431,26034176,24231936,-6.923,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,random_batch_deletes,5,1000,104763709,91157166,-12.988,noise-sensitive,97784959,170623500,85576708,171696584,104763.709,91157.166,9545.290,10970.065,57524224,50184192,-12.760,false,8912896,9019392,1.195,false,320,377,320,321,3802839,4159641,3761837,3831138,true,4100127,4118169,7902966,7990567,381,374,2,2,99000,99000
normal,100000,random_batch_updates,5,1000,103348333,84384875,-18.349,noise-sensitive,98645625,186567042,78818208,173101167,103348.333,84384.875,9676.015,11850.465,57835520,52297728,-9.575,false,8937472,9007104,0.779,false,320,315,320,315,3802839,3828688,3802839,3828688,false,4141129,4159429,7943968,7988117,381,376,2,2,100000,100000
normal,100000,random_conflict_resolved_merge,5,500,60824416,33765666,-44.487,material gain,58121250,67234125,31951375,40352833,121648.832,67531.332,8220.383,14807.941,66207744,60030976,-9.329,false,11862016,12066816,1.727,false,756,762,0,0,9711192,9968892,0,0,false,4141129,4159429,10615257,10805357,381,376,2,2,100000,100000
normal,100000,random_delete_diff,5,1000,39633625,33023042,-16.679,material gain,37622625,72142708,30958042,35396583,39633.625,33023.042,25231.101,30281.886,74661888,47562752,-36.296,false,8945664,9052160,1.190,false,701,644,0,0,7902966,7703536,0,0,false,4100127,4118169,7902966,7990567,381,374,2,2,99000,99000
normal,100000,random_disjoint_sparse_merge,5,1000,533666,865375,62.157,noise-sensitive,477875,638042,835625,1852375,533.666,865.375,1873831.198,1155568.395,37683200,31866880,-15.435,false,8978432,9048064,0.776,false,6,9,2,3,23640,68847,7880,22949,true,4141129,4159429,7959728,8034015,381,376,2,2,100000,100000
normal,100000,random_reads_cold_manager,5,1000000,842816958,635138959,-24.641,material gain,806179375,971897583,599270083,1125478333,842.817,635.139,1186497.247,1574458.606,20627456,18972672,-8.022,false,4739072,4739072,0.000,false,381,376,0,0,4141129,4159429,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,random_reads_warm_manager,5,1000000,792581833,592126792,-25.291,material gain,757920666,1037784583,566080000,660348333,792.582,592.127,1261699.371,1688827.483,20578304,19021824,-7.564,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,random_sparse_diff,5,1000,45151875,25027292,-44.571,material gain,41149125,51174041,23195833,26876625,45151.875,25027.292,22147.474,39956.380,57294848,52183040,-8.922,false,8970240,9039872,0.776,false,640,630,0,0,7605678,7657376,0,0,false,4141129,4159429,7943968,7988117,381,376,2,2,100000,100000
normal,100000,right_edge_reads_cold_manager,5,1000000,793318500,445278791,-43.871,material gain,753333125,893175708,443629000,539598000,793.318,445.279,1260527.770,2245784.035,25772032,23740416,-7.883,false,4739072,4739072,0.000,false,42,41,0,0,431633,423175,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,right_edge_reads_warm_manager,5,1000000,766180542,422036875,-44.917,material gain,732653000,849951959,419898334,513876625,766.181,422.037,1305175.406,2369461.199,25772032,23805952,-7.629,false,4739072,4739072,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,shuffled_batch_build,5,100000,68743417,65776375,-4.316,noise-sensitive,60198375,98226167,61304958,98816541,687.434,657.764,1454684.745,1520302.692,55099392,53936128,-2.111,false,4706304,4706304,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,100000,sorted_stream_build,5,100000,67162083,62949375,-6.272,noise-sensitive,63061584,114436208,58582625,107432500,671.621,629.494,1488935.357,1588578.123,28721152,30539776,6.332,false,4706304,4706304,0.000,false,0,0,0,0,0,0,0,0,false,4141129,4159429,4141129,4159429,381,376,2,2,100000,100000
normal,1000000,append_batch_upserts,5,10000,65905417,69882083,6.034,noise-sensitive,62186500,135764250,66290291,147548125,6590.542,6988.208,151732.596,143098.196,215678976,199393280,-7.551,false,47071232,47316992,0.522,false,3,3,36,42,26426,16886,440151,433014,true,41812942,41996705,41839368,42013591,3683,3686,2,2,1010000,1010000
normal,1000000,append_disjoint_sparse_merge,5,10000,11616041,11307417,-2.657,noise-sensitive,10304792,21012458,10096084,17648416,1161.604,1130.742,860878.504,884375.273,215777280,199458816,-7.563,false,47108096,47366144,0.548,false,27,31,21,25,274983,264951,222125,231173,true,41813253,41996705,41884622,42055470,3687,3686,2,2,1010000,1010000
normal,1000000,append_sparse_diff,5,10000,10769667,9330041,-13.367,noise-sensitive,10119459,20363416,8527000,18482167,1076.967,933.004,928533.816,1071806.651,218267648,202964992,-7.011,false,47104000,47349760,0.522,false,39,45,0,0,466577,449900,0,0,true,41812942,41996705,41839368,42013591,3683,3686,2,2,1010000,1010000
normal,1000000,clustered_batch_deletes,5,10000,64427458,79956459,24.103,noise-sensitive,61701000,136943625,75339542,159691834,6442.746,7995.646,155213.325,125068.070,213598208,196476928,-8.016,false,46628864,46837760,0.448,false,39,59,4,3,459956,590464,46083,23911,true,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
normal,1000000,clustered_batch_updates,5,10000,106851917,106981708,0.121,noise-sensitive,102493625,227471459,103453208,235401792,10685.192,10698.171,93587.465,93473.924,216858624,199114752,-8.182,false,47063040,47325184,0.557,false,41,46,39,44,485859,456487,459956,440294,true,41399217,41580577,41859173,42020871,3650,3647,2,2,1000000,1000000
normal,1000000,clustered_conflict_resolved_merge,5,5000,12578542,11708458,-6.917,noise-sensitive,11721875,26200500,11529250,21871833,2515.708,2341.692,397502.350,427041.716,215269376,198672384,-7.710,false,47144960,47333376,0.400,false,63,69,0,0,746826,679260,0,0,true,41399217,41580577,41897101,42033417,3650,3647,2,2,1000000,1000000
normal,1000000,clustered_delete_diff,5,10000,213636875,3344333,-98.435,material gain,206283042,1057564125,3238167,4217917,21363.688,334.433,46808.399,2990132.861,227688448,200065024,-12.132,false,46661632,46870528,0.448,false,518,47,0,0,6090498,464205,0,0,false,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
normal,1000000,clustered_disjoint_sparse_merge,5,10000,8469542,4642542,-45.185,material gain,6405167,13133292,4376500,45436333,846.954,464.254,1180701.389,2153992.360,213975040,198066176,-7.435,false,47153152,47386624,0.495,false,9,9,3,3,123783,105381,41261,35127,false,41399217,41580577,41941695,42091125,3650,3647,2,2,1000000,1000000
normal,1000000,clustered_reads_cold_manager,5,1000000,953005250,500866791,-47.443,material gain,846610125,1235637417,474609791,608281875,953.005,500.867,1049312.163,1996538.836,211992576,196608000,-7.257,false,46604288,46845952,0.519,false,39,44,0,0,459956,440294,0,0,true,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,clustered_reads_warm_manager,5,1000000,838306417,445923333,-46.807,material gain,790392625,937959166,417343125,505215667,838.306,445.923,1192881.242,2242537.957,212140032,196378624,-7.430,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,clustered_sparse_diff,5,10000,12091458,10173250,-15.864,noise-sensitive,11491250,18313583,10057750,15805208,1209.146,1017.325,827030.123,982970.044,220512256,202702848,-8.076,false,47095808,47357952,0.557,false,78,88,0,0,919912,880588,0,0,true,41399217,41580577,41859173,42020871,3650,3647,2,2,1000000,1000000
normal,1000000,identical_diff,5,1,1500,1750,16.667,noise-sensitive,1291,2209,1375,19458,1500.000,1750.000,666666.667,571428.571,212598784,197017600,-7.329,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,random_batch_deletes,5,10000,1233775167,1012428542,-17.941,noise-sensitive,1198829084,2187695500,1001113584,1835172666,123377.517,101242.854,8105.204,9877.240,583122944,401915904,-31.075,false,88690688,90148864,1.644,false,3088,3635,3088,3187,38260666,41518660,37850637,38767651,true,40989188,41165275,79249854,80348228,3650,3606,2,2,990000,990000
normal,1000000,random_batch_updates,5,10000,1255112042,987330791,-21.335,material gain,1204459500,2306351209,942165584,1705745000,125511.204,98733.079,7967.416,10128.318,566444032,454688768,-19.729,false,89157632,89882624,0.813,false,3088,3115,3088,3115,38260666,38578275,38260666,38578275,false,41399217,41580577,79659883,80158852,3650,3647,2,2,1000000,1000000
