implementation,revision,contract_version,records,density,locality,operation,relationship,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_digest,result_count,base_count,target_count,conflict_count,validated,repetition,peak_rss_bytes
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,full_diff,compare,300000,139244292,464.148,2154486.878,f5bbffd2f90d5447,bac0c6cb54bcadb3,300000,1000000,1000000,0,true,3,1264517120
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,range_diff,compare,32699,14722500,450.243,2221022.245,f5bbffd2f90d5447,b9dc4143db568235,32699,1000000,1000000,0,true,3,1264517120
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,patch_generate,compare,300000,12375,0.041,24242424242.424,f5bbffd2f90d5447,bac0c6cb54bcadb3,4,1000000,1000000,0,true,3,1264517120
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,patch_apply,compare,300000,31625,0.105,9486166007.905,f5bbffd2f90d5447,52861eca8735cd56,1000000,1000000,1000000,0,true,3,1264517120
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,merge_disjoint,disjoint,600000,538830667,898.051,1113522.368,3f9305d60a460d71,80e5593019e99ccd,1000000,1000000,1000000,0,true,3,1264517120
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,merge_convergent,convergent,300000,24587791,81.959,12201177.405,01cb4cf0226d997f,52861eca8735cd56,1000000,1000000,1000000,0,true,3,1264517120
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,1000000,30,random,merge_conflict,conflict,300000,308341875,1027.806,972946.020,e50c0661870f2db7,52861eca8735cd56,1000000,1000000,1000000,300000,true,3,1264517120
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,full_diff,compare,3000000,229492583,76.498,13072317.897,a51e9d78cec11622,561bc95a36bcaa08,3000000,10000000,13000000,0,true,1,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,range_diff,compare,1299999,182225416,140.174,7134015.817,a51e9d78cec11622,d530041f2b98ee4b,1299999,10000000,13000000,0,true,1,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,patch_generate,compare,3000000,833,0.000,3601440576230.492,a51e9d78cec11622,561bc95a36bcaa08,1,10000000,13000000,0,true,1,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,patch_apply,compare,3000000,4250,0.001,705882352941.177,a51e9d78cec11622,2377b4a75b229e0c,13000000,10000000,13000000,0,true,1,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_disjoint,disjoint,6000000,218167,0.036,27501867835.190,912f3ed339212694,82e6a84adbd1be2a,16000000,10000000,16000000,0,true,1,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_convergent,convergent,3000000,250,0.000,12000000000000.000,81d76aa984a975aa,2377b4a75b229e0c,13000000,10000000,13000000,0,true,1,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_conflict,conflict,3000000,149122167,49.707,20117733.402,39662fa38672928e,2377b4a75b229e0c,13000000,10000000,13000000,3000000,true,1,5291868160
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,full_diff,compare,3000000,647425208,215.808,4633739.871,a51e9d78cec11622,561bc95a36bcaa08,3000000,10000000,13000000,0,true,1,6333464576
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,range_diff,compare,1299999,274978042,211.522,4727646.581,a51e9d78cec11622,d530041f2b98ee4b,1299999,10000000,13000000,0,true,1,6333464576
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,patch_generate,compare,3000000,26375,0.009,113744075829.384,a51e9d78cec11622,561bc95a36bcaa08,10,10000000,13000000,0,true,1,6333464576
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,patch_apply,compare,3000000,139000,0.046,21582733812.950,a51e9d78cec11622,2377b4a75b229e0c,13000000,10000000,13000000,0,true,1,6333464576
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_disjoint,disjoint,6000000,661541,0.110,9069732639.398,912f3ed339212694,82e6a84adbd1be2a,16000000,10000000,16000000,0,true,1,6333464576
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_convergent,convergent,3000000,123625,0.041,24266936299.292,81d76aa984a975aa,2377b4a75b229e0c,13000000,10000000,13000000,0,true,1,6333464576
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_conflict,conflict,3000000,1684329791,561.443,1781123.873,39662fa38672928e,2377b4a75b229e0c,13000000,10000000,13000000,3000000,true,1,6333464576
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,full_diff,compare,3000000,396920583,132.307,7558187.024,2a2a359c9723a6f7,cb729f49b397d707,3000000,10000000,10000000,0,true,1,7355465728
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,range_diff,compare,328000,42277625,128.895,7758240.913,2a2a359c9723a6f7,3d70e9b59ae54caf,328000,10000000,10000000,0,true,1,7355465728
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,patch_generate,compare,3000000,625,0.000,4800000000000.000,2a2a359c9723a6f7,cb729f49b397d707,1,10000000,10000000,0,true,1,7355465728
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,patch_apply,compare,3000000,3375,0.001,888888888888.889,2a2a359c9723a6f7,b975287c54b686ea,10000000,10000000,10000000,0,true,1,7355465728
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_disjoint,disjoint,6000000,536265250,89.378,11188493.008,8cffaaea7a63f98a,eb18467eaabecbd0,10000000,10000000,10000000,0,true,1,7355465728
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_convergent,convergent,3000000,167,0.000,17964071856287.426,44a5ef13f27862cc,b975287c54b686ea,10000000,10000000,10000000,0,true,1,7355465728
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_conflict,conflict,3000000,584931792,194.977,5128803.120,706d0f92b7538f05,b975287c54b686ea,10000000,10000000,10000000,3000000,true,1,7355465728
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,full_diff,compare,3000000,1010621750,336.874,2968469.657,2a2a359c9723a6f7,cb729f49b397d707,3000000,10000000,10000000,0,true,1,7174848512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,range_diff,compare,328000,103695250,316.144,3163114.993,2a2a359c9723a6f7,3d70e9b59ae54caf,328000,10000000,10000000,0,true,1,7174848512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,patch_generate,compare,3000000,38291,0.013,78347392337.625,2a2a359c9723a6f7,cb729f49b397d707,32,10000000,10000000,0,true,1,7174848512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,patch_apply,compare,3000000,274125,0.091,10943912448.700,2a2a359c9723a6f7,b975287c54b686ea,10000000,10000000,10000000,0,true,1,7174848512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_disjoint,disjoint,6000000,1192355167,198.726,5032057.701,8cffaaea7a63f98a,eb18467eaabecbd0,10000000,10000000,10000000,0,true,1,7174848512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_convergent,convergent,3000000,642667,0.214,4668047371.345,44a5ef13f27862cc,b975287c54b686ea,10000000,10000000,10000000,0,true,1,7174848512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_conflict,conflict,3000000,2075722583,691.908,1445279.839,706d0f92b7538f05,b975287c54b686ea,10000000,10000000,10000000,3000000,true,1,7174848512
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,full_diff,compare,3000000,450175917,150.059,6664061.507,ee8d355a0be37d6f,524d7910de7f4c7c,3000000,10000000,10000000,0,true,1,11445518336
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,range_diff,compare,326999,49007125,149.869,6672478.747,ee8d355a0be37d6f,16b563ba75325251,326999,10000000,10000000,0,true,1,11445518336
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,patch_generate,compare,3000000,292,0.000,10273972602739.727,ee8d355a0be37d6f,524d7910de7f4c7c,1,10000000,10000000,0,true,1,11445518336
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,patch_apply,compare,3000000,4333,0.001,692360950842.372,ee8d355a0be37d6f,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,1,11445518336
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_disjoint,disjoint,6000000,3437928834,572.988,1745236.824,c189c59cb154828a,5f75ef0345c930c2,10000000,10000000,10000000,0,true,1,11445518336
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_convergent,convergent,3000000,2584,0.001,1160990712074.303,6f1a00e20fa42290,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,1,11445518336
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_conflict,conflict,3000000,930199500,310.067,3225114.613,220d54cc440efecf,06e74a41c0b85eb7,10000000,10000000,10000000,3000000,true,1,11445518336
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,full_diff,compare,3000000,1597729875,532.577,1877664.083,ee8d355a0be37d6f,524d7910de7f4c7c,3000000,10000000,10000000,0,true,1,10315677696
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,range_diff,compare,326999,145060833,443.612,2254219.787,ee8d355a0be37d6f,16b563ba75325251,326999,10000000,10000000,0,true,1,10315677696
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,patch_generate,compare,3000000,21167,0.007,141730051495.252,ee8d355a0be37d6f,524d7910de7f4c7c,30,10000000,10000000,0,true,1,10315677696
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,patch_apply,compare,3000000,216375,0.072,13864818024.263,ee8d355a0be37d6f,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,1,10315677696
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_disjoint,disjoint,6000000,5790843708,965.141,1036118.449,c189c59cb154828a,5f75ef0345c930c2,10000000,10000000,10000000,0,true,1,10315677696
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_convergent,convergent,3000000,24223583,8.075,123846253.463,6f1a00e20fa42290,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,1,10315677696
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_conflict,conflict,3000000,4394059375,1464.686,682739.978,220d54cc440efecf,06e74a41c0b85eb7,10000000,10000000,10000000,3000000,true,1,10315677696
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,full_diff,compare,3000000,218582292,72.861,13724808.046,a51e9d78cec11622,561bc95a36bcaa08,3000000,10000000,13000000,0,true,2,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,range_diff,compare,1299999,171409000,131.853,7584193.362,a51e9d78cec11622,d530041f2b98ee4b,1299999,10000000,13000000,0,true,2,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,patch_generate,compare,3000000,542,0.000,5535055350553.506,a51e9d78cec11622,561bc95a36bcaa08,1,10000000,13000000,0,true,2,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,patch_apply,compare,3000000,4208,0.001,712927756653.992,a51e9d78cec11622,2377b4a75b229e0c,13000000,10000000,13000000,0,true,2,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_disjoint,disjoint,6000000,205583,0.034,29185292558.237,912f3ed339212694,82e6a84adbd1be2a,16000000,10000000,16000000,0,true,2,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_convergent,convergent,3000000,292,0.000,10273972602739.727,81d76aa984a975aa,2377b4a75b229e0c,13000000,10000000,13000000,0,true,2,5291868160
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_conflict,conflict,3000000,147332333,49.111,20362129.201,39662fa38672928e,2377b4a75b229e0c,13000000,10000000,13000000,3000000,true,2,5291868160
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,full_diff,compare,3000000,669685208,223.228,4479716.685,a51e9d78cec11622,561bc95a36bcaa08,3000000,10000000,13000000,0,true,2,7144390656
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,range_diff,compare,1299999,274251375,210.963,4740173.135,a51e9d78cec11622,d530041f2b98ee4b,1299999,10000000,13000000,0,true,2,7144390656
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,patch_generate,compare,3000000,36666,0.012,81819669448.535,a51e9d78cec11622,561bc95a36bcaa08,10,10000000,13000000,0,true,2,7144390656
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,patch_apply,compare,3000000,132916,0.044,22570646122.363,a51e9d78cec11622,2377b4a75b229e0c,13000000,10000000,13000000,0,true,2,7144390656
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_disjoint,disjoint,6000000,1322583,0.220,4536577288.533,912f3ed339212694,82e6a84adbd1be2a,16000000,10000000,16000000,0,true,2,7144390656
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_convergent,convergent,3000000,131417,0.044,22828096821.568,81d76aa984a975aa,2377b4a75b229e0c,13000000,10000000,13000000,0,true,2,7144390656
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_conflict,conflict,3000000,1642562083,547.521,1826414.984,39662fa38672928e,2377b4a75b229e0c,13000000,10000000,13000000,3000000,true,2,7144390656
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,full_diff,compare,3000000,395457625,131.819,7586147.821,2a2a359c9723a6f7,cb729f49b397d707,3000000,10000000,10000000,0,true,2,7530299392
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,range_diff,compare,328000,46742042,142.506,7017237.287,2a2a359c9723a6f7,3d70e9b59ae54caf,328000,10000000,10000000,0,true,2,7530299392
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,patch_generate,compare,3000000,791,0.000,3792667509481.669,2a2a359c9723a6f7,cb729f49b397d707,1,10000000,10000000,0,true,2,7530299392
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,patch_apply,compare,3000000,4041,0.001,742390497401.633,2a2a359c9723a6f7,b975287c54b686ea,10000000,10000000,10000000,0,true,2,7530299392
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_disjoint,disjoint,6000000,554962833,92.494,10811534.833,8cffaaea7a63f98a,eb18467eaabecbd0,10000000,10000000,10000000,0,true,2,7530299392
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_convergent,convergent,3000000,292,0.000,10273972602739.727,44a5ef13f27862cc,b975287c54b686ea,10000000,10000000,10000000,0,true,2,7530299392
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_conflict,conflict,3000000,323931833,107.977,9261207.743,706d0f92b7538f05,b975287c54b686ea,10000000,10000000,10000000,3000000,true,2,7530299392
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,full_diff,compare,3000000,1088326333,362.775,2756526.153,2a2a359c9723a6f7,cb729f49b397d707,3000000,10000000,10000000,0,true,2,6493339648
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,range_diff,compare,328000,99800916,304.271,3286542.981,2a2a359c9723a6f7,3d70e9b59ae54caf,328000,10000000,10000000,0,true,2,6493339648
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,patch_generate,compare,3000000,20583,0.007,145751348199.971,2a2a359c9723a6f7,cb729f49b397d707,32,10000000,10000000,0,true,2,6493339648
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,patch_apply,compare,3000000,265458,0.088,11301222792.306,2a2a359c9723a6f7,b975287c54b686ea,10000000,10000000,10000000,0,true,2,6493339648
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_disjoint,disjoint,6000000,1120609000,186.768,5354231.494,8cffaaea7a63f98a,eb18467eaabecbd0,10000000,10000000,10000000,0,true,2,6493339648
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_convergent,convergent,3000000,701333,0.234,4277568572.989,44a5ef13f27862cc,b975287c54b686ea,10000000,10000000,10000000,0,true,2,6493339648
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_conflict,conflict,3000000,2167599875,722.533,1384019.272,706d0f92b7538f05,b975287c54b686ea,10000000,10000000,10000000,3000000,true,2,6493339648
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,full_diff,compare,3000000,481684292,160.561,6228145.800,ee8d355a0be37d6f,524d7910de7f4c7c,3000000,10000000,10000000,0,true,2,11370774528
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,range_diff,compare,326999,50950500,155.812,6417974.308,ee8d355a0be37d6f,16b563ba75325251,326999,10000000,10000000,0,true,2,11370774528
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,patch_generate,compare,3000000,416,0.000,7211538461538.462,ee8d355a0be37d6f,524d7910de7f4c7c,1,10000000,10000000,0,true,2,11370774528
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,patch_apply,compare,3000000,3875,0.001,774193548387.097,ee8d355a0be37d6f,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,2,11370774528
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_disjoint,disjoint,6000000,3403372625,567.229,1762957.120,c189c59cb154828a,5f75ef0345c930c2,10000000,10000000,10000000,0,true,2,11370774528
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_convergent,convergent,3000000,209,0.000,14354066985645.934,6f1a00e20fa42290,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,2,11370774528
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_conflict,conflict,3000000,562147500,187.382,5336677.651,220d54cc440efecf,06e74a41c0b85eb7,10000000,10000000,10000000,3000000,true,2,11370774528
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,full_diff,compare,3000000,1622769584,540.923,1848691.293,ee8d355a0be37d6f,524d7910de7f4c7c,3000000,10000000,10000000,0,true,2,10905534464
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,range_diff,compare,326999,149309083,456.604,2190081.095,ee8d355a0be37d6f,16b563ba75325251,326999,10000000,10000000,0,true,2,10905534464
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,patch_generate,compare,3000000,35875,0.012,83623693379.791,ee8d355a0be37d6f,524d7910de7f4c7c,30,10000000,10000000,0,true,2,10905534464
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,patch_apply,compare,3000000,239042,0.080,12550095799.065,ee8d355a0be37d6f,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,2,10905534464
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_disjoint,disjoint,6000000,5209758083,868.293,1151684.954,c189c59cb154828a,5f75ef0345c930c2,10000000,10000000,10000000,0,true,2,10905534464
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_convergent,convergent,3000000,24791125,8.264,121011047.300,6f1a00e20fa42290,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,2,10905534464
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_conflict,conflict,3000000,5046816208,1682.272,594434.169,220d54cc440efecf,06e74a41c0b85eb7,10000000,10000000,10000000,3000000,true,2,10905534464
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,full_diff,compare,3000000,228360333,76.120,13137132.709,a51e9d78cec11622,561bc95a36bcaa08,3000000,10000000,13000000,0,true,3,5291851776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,range_diff,compare,1299999,178488250,137.299,7283387.002,a51e9d78cec11622,d530041f2b98ee4b,1299999,10000000,13000000,0,true,3,5291851776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,patch_generate,compare,3000000,542,0.000,5535055350553.506,a51e9d78cec11622,561bc95a36bcaa08,1,10000000,13000000,0,true,3,5291851776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,patch_apply,compare,3000000,4375,0.001,685714285714.286,a51e9d78cec11622,2377b4a75b229e0c,13000000,10000000,13000000,0,true,3,5291851776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_disjoint,disjoint,6000000,226750,0.038,26460859977.949,912f3ed339212694,82e6a84adbd1be2a,16000000,10000000,16000000,0,true,3,5291851776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_convergent,convergent,3000000,167,0.000,17964071856287.426,81d76aa984a975aa,2377b4a75b229e0c,13000000,10000000,13000000,0,true,3,5291851776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,append,merge_conflict,conflict,3000000,145051583,48.351,20682297.552,39662fa38672928e,2377b4a75b229e0c,13000000,10000000,13000000,3000000,true,3,5291851776
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,full_diff,compare,3000000,656635500,218.879,4568744.760,a51e9d78cec11622,561bc95a36bcaa08,3000000,10000000,13000000,0,true,3,6801047552
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,range_diff,compare,1299999,278514291,214.242,4667620.449,a51e9d78cec11622,d530041f2b98ee4b,1299999,10000000,13000000,0,true,3,6801047552
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,patch_generate,compare,3000000,18125,0.006,165517241379.310,a51e9d78cec11622,561bc95a36bcaa08,10,10000000,13000000,0,true,3,6801047552
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,patch_apply,compare,3000000,131959,0.044,22734334149.243,a51e9d78cec11622,2377b4a75b229e0c,13000000,10000000,13000000,0,true,3,6801047552
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_disjoint,disjoint,6000000,666291,0.111,9005074359.402,912f3ed339212694,82e6a84adbd1be2a,16000000,10000000,16000000,0,true,3,6801047552
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_convergent,convergent,3000000,136750,0.046,21937842778.793,81d76aa984a975aa,2377b4a75b229e0c,13000000,10000000,13000000,0,true,3,6801047552
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,append,merge_conflict,conflict,3000000,1632526916,544.176,1837641.983,39662fa38672928e,2377b4a75b229e0c,13000000,10000000,13000000,3000000,true,3,6801047552
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,full_diff,compare,3000000,384531792,128.177,7801695.627,2a2a359c9723a6f7,cb729f49b397d707,3000000,10000000,10000000,0,true,3,7530315776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,range_diff,compare,328000,45373417,138.334,7228902.333,2a2a359c9723a6f7,3d70e9b59ae54caf,328000,10000000,10000000,0,true,3,7530315776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,patch_generate,compare,3000000,1000,0.000,3000000000000.000,2a2a359c9723a6f7,cb729f49b397d707,1,10000000,10000000,0,true,3,7530315776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,patch_apply,compare,3000000,3875,0.001,774193548387.097,2a2a359c9723a6f7,b975287c54b686ea,10000000,10000000,10000000,0,true,3,7530315776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_disjoint,disjoint,6000000,553870042,92.312,10832866.097,8cffaaea7a63f98a,eb18467eaabecbd0,10000000,10000000,10000000,0,true,3,7530315776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_convergent,convergent,3000000,250,0.000,12000000000000.000,44a5ef13f27862cc,b975287c54b686ea,10000000,10000000,10000000,0,true,3,7530315776
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,clustered,merge_conflict,conflict,3000000,285456208,95.152,10509492.931,706d0f92b7538f05,b975287c54b686ea,10000000,10000000,10000000,3000000,true,3,7530315776
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,full_diff,compare,3000000,1019303417,339.768,2943186.445,2a2a359c9723a6f7,cb729f49b397d707,3000000,10000000,10000000,0,true,3,7127367680
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,range_diff,compare,328000,98231583,299.487,3339048.298,2a2a359c9723a6f7,3d70e9b59ae54caf,328000,10000000,10000000,0,true,3,7127367680
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,patch_generate,compare,3000000,530292,0.177,5657260528.162,2a2a359c9723a6f7,cb729f49b397d707,32,10000000,10000000,0,true,3,7127367680
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,patch_apply,compare,3000000,278958,0.093,10754307099.994,2a2a359c9723a6f7,b975287c54b686ea,10000000,10000000,10000000,0,true,3,7127367680
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_disjoint,disjoint,6000000,1142396584,190.399,5252116.545,8cffaaea7a63f98a,eb18467eaabecbd0,10000000,10000000,10000000,0,true,3,7127367680
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_convergent,convergent,3000000,566583,0.189,5294899423.385,44a5ef13f27862cc,b975287c54b686ea,10000000,10000000,10000000,0,true,3,7127367680
