suite,target,records,api,pattern,pairs,samples_per_revision_pair,baseline_median_ns,candidate_median_ns,median_latency_change_pct,baseline_throughput,candidate_throughput,throughput_change_pct,baseline_p50_ns,candidate_p50_ns,p50_change_pct,baseline_p95_ns,candidate_p95_ns,p95_change_pct,paired_median_latency_change_pct,paired_median_latency_change_ns,paired_median_throughput_change_pct,paired_median_p50_change_pct,paired_median_p50_change_ns,paired_median_p95_change_pct,paired_median_p95_change_ns
local-adapters,slatedb-sync,10000,diff,clustered,20,3,21937.0,21437.5,-2.2769749737885765,4558710.382498536,4664727.297724771,2.3255900535653096,21937.0,21437.5,-2.2769749737885765,21937.0,21437.5,-2.2769749737885765,-0.6956397016637981,-145.5,0.7054545454545498,-0.6956397016637981,-145.5,-0.6956397016637981,-145.5
local-adapters,slatedb-sync,10000,diff,random,20,3,976916.5,1002937.5,2.6635848611421755,102363.94164287101,99719.15055574465,-2.5837136052786533,976916.5,1002937.5,2.6635848611421755,976916.5,1002937.5,2.6635848611421755,0.19353820551861894,2937.0,-0.19316316043819065,0.19353820551861894,2937.0,0.19353820551861894,2937.0
local-adapters,slatedb-sync,10000,reopen,clustered,20,3,633271.0,617125.0,-2.5496193572735844,1579.1087329088405,1620.6811653672548,2.6326516719234863,633271.0,617125.0,-2.5496193572735844,633271.0,617125.0,-2.5496193572735844,-4.909054682378078,-28583.5,5.164642093834415,-4.909054682378078,-28583.5,-4.909054682378078,-28583.5
local-adapters,slatedb-sync,10000,reopen,random,20,3,598791.5,589542.0,-1.544694605718351,1670.0700055563389,1696.2330139904652,1.5665815413175368,598791.5,589542.0,-1.544694605718351,598791.5,589542.0,-1.544694605718351,-2.989049080730317,-17312.0,3.0898426722401933,-2.989049080730317,-17312.0,-2.989049080730317,-17312.0
