schema,revision,dirty,records,repetition,build_ns,records_per_sec,num_nodes,num_leaves,num_internal,height,tree_bytes,database_bytes,observed_records,error,validated
turso-scale-v2,6b2a603f73997e20d1669c3f270917c2a3c1b0b7,true,1000000,1,1233803625,810501.7522541321,7719,7644,75,3,104662829,110821456,1000000,,true
turso-scale-v2,6b2a603f73997e20d1669c3f270917c2a3c1b0b7,true,1000000,2,996424750,1003588.0782768594,7719,7644,75,3,104662829,110821456,1000000,,true
turso-scale-v2,6b2a603f73997e20d1669c3f270917c2a3c1b0b7,true,1000000,3,934475500,1070119.0132860625,7719,7644,75,3,104662829,110821456,1000000,,true
