suite,target,records,api,pattern,pairs,samples_per_revision_pair,paired_median_latency_change_pct,paired_median_latency_change_ns,paired_median_throughput_change_pct,paired_median_p50_change_pct,paired_median_p50_change_ns,paired_median_p95_change_pct,paired_median_p95_change_ns,status,reasons
local-adapters,turso-async,10000,diff,append,5,3,5.575611712795828,834.0,-5.2811550151975775,5.575611712795828,834.0,5.575611712795828,834.0,pass,
local-adapters,turso-async,10000,diff,clustered,5,3,-0.8771929824561403,-125.0,0.8849557522123901,-0.8771929824561403,-125.0,-0.8771929824561403,-125.0,pass,
local-adapters,turso-async,10000,diff,random,5,3,-2.5704576805320354,-2292.0,2.6382733812949626,-2.5704576805320354,-2292.0,-2.5704576805320354,-2292.0,pass,
local-adapters,turso-async,10000,merge,append,5,3,2.927334435463864,56167.0,-2.8440787391607056,2.927334435463864,56167.0,2.927334435463864,56167.0,pass,
local-adapters,turso-async,10000,merge,clustered,5,3,0.5666245549557827,6167.0,-0.5634320108319293,0.5666245549557827,6167.0,0.5666245549557827,6167.0,pass,
local-adapters,turso-async,10000,merge,random,5,3,0.9861424909476659,91083.0,-0.9765126844369448,0.9861424909476659,91083.0,0.9861424909476659,91083.0,pass,
local-adapters,turso-async,10000,put,append,5,3,-69.98786751560779,-72143375.0,233.19858244663206,-72.46713176253785,-688166.0,-73.08950907248779,-991916.0,pass,
local-adapters,turso-async,10000,put,clustered,5,3,-62.19201132550406,-61169834.0,164.49436615351297,-65.225831607876,-625624.0,-62.69303410732141,-741250.0,pass,
local-adapters,turso-async,10000,put,random,5,3,-55.74892540434485,-64783875.0,125.9832126422951,-59.30607925709966,-684875.0,-48.26280418409099,-737209.0,pass,
local-adapters,turso-async,10000,reopen,append,5,3,-3.5000789887434767,-13958.0,3.627027827655099,-3.5000789887434767,-13958.0,-3.5000789887434767,-13958.0,pass,
local-adapters,turso-async,10000,reopen,clustered,5,3,-3.607235798159315,-14208.0,3.742226740801823,-3.607235798159315,-14208.0,-3.607235798159315,-14208.0,pass,
local-adapters,turso-async,10000,reopen,random,5,3,5.945652229111758,23416.0,-5.6119832234871145,5.945652229111758,23416.0,5.945652229111758,23416.0,fail,median_latency_regression;median_throughput_regression
