suite,revision_role,pair,revision,adapter,records,changes,api,pattern,run,total_ns,operations_per_sec,p50_ns,p95_ns,root,node_count,byte_count,value_valid,count_valid,root_valid,reopen_valid
local-adapters,candidate,2,81357948363fdb51dbc201ae5ba1a7377bb297e0,turso-async,10000,100,reopen,append,2,536000,1865.6716417910447,536000,536000,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,candidate,2,81357948363fdb51dbc201ae5ba1a7377bb297e0,turso-async,10000,100,reopen,random,2,523000,1912.0458891013384,523000,523000,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,candidate,2,81357948363fdb51dbc201ae5ba1a7377bb297e0,turso-async,10000,100,diff,append,3,12334,8107669.855683476,12334,12334,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,2,81357948363fdb51dbc201ae5ba1a7377bb297e0,turso-async,10000,100,diff,random,3,93709,1067133.3596559563,93709,93709,0c37af9243d78a24049df85d45d283d18f784374711afd219204301e2e4aff92,86,296404,true,true,true,true
local-adapters,candidate,2,81357948363fdb51dbc201ae5ba1a7377bb297e0,turso-async,10000,100,reopen,append,3,425208,2351.7901826870616,425208,425208,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,candidate,2,81357948363fdb51dbc201ae5ba1a7377bb297e0,turso-async,10000,100,reopen,random,3,451000,2217.294900221729,451000,451000,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,append,1,13083,7643506.840938623,13083,13083,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,random,1,85208,1173598.7231245893,85208,85208,0c37af9243d78a24049df85d45d283d18f784374711afd219204301e2e4aff92,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,append,1,512125,1952.648279228704,512125,512125,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,random,1,500333,1998.6688865215765,500333,500333,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,append,2,11792,8480325.644504748,11792,11792,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,random,2,283333,352941.59169599024,283333,283333,0c37af9243d78a24049df85d45d283d18f784374711afd219204301e2e4aff92,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,append,2,424041,2358.262526500975,424041,424041,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,random,2,406875,2457.757296466974,406875,406875,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,append,3,10833,9231053.26317733,10833,10833,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,random,3,86834,1151622.636294539,86834,86834,0c37af9243d78a24049df85d45d283d18f784374711afd219204301e2e4aff92,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,append,3,1309209,763.8199859609887,1309209,1309209,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,2,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,random,3,696542,1435.663606788966,696542,696542,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,append,1,13708,7295010.213014298,13708,13708,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,random,1,87333,1145042.538330299,87333,87333,0c37af9243d78a24049df85d45d283d18f784374711afd219204301e2e4aff92,86,296404,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,append,1,532834,1876.75711384784,532834,532834,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,random,1,435375,2296.8705139247777,435375,435375,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,append,2,11458,8727526.618956188,11458,11458,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,diff,random,2,81708,1223870.3676506586,81708,81708,0c37af9243d78a24049df85d45d283d18f784374711afd219204301e2e4aff92,86,296404,true,true,true,true
local-adapters,baseline,3,a2f4e7a3066d2259783c8d815b45c0461c77b06b,turso-async,10000,100,reopen,append,2,403834,2476.2649999752375,403834,403834,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527,86,296404,true,true,true,true
