implementation,revision,contract_version,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,repetition,peak_rss_bytes
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,point_read,100000,180586792,1805.868,553750.354,6966fef6c9ae31a0,10000000,true,1,4161601536
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,range_scan,10000000,426044958,42.604,23471701.313,6966fef6c9ae31a0,10000000,true,1,4161601536
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,write,10000000,4796920042,479.692,2084670.979,6966fef6c9ae31a0,10000000,true,1,2723233792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,point_read,100000,108186250,1081.862,924331.881,6966fef6c9ae31a0,10000000,true,1,2723233792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,range_scan,10000000,61057083,6.106,163781161.966,6966fef6c9ae31a0,10000000,true,1,2723233792
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,write,3000000,3432076500,1144.025,874106.390,f87678739d7b42d0,13000000,true,1,3390930944
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,point_read,100000,57400958,574.010,1742131.203,f87678739d7b42d0,13000000,true,1,3390930944
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,range_scan,13000000,563162583,43.320,23083919.977,f87678739d7b42d0,13000000,true,1,3390930944
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,write,3000000,871026542,290.342,3444211.922,f87678739d7b42d0,13000000,true,1,3289726976
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,point_read,100000,13315750,133.157,7509903.685,f87678739d7b42d0,13000000,true,1,3289726976
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,range_scan,13000000,88725875,6.825,146518701.563,f87678739d7b42d0,13000000,true,1,3289726976
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,write,3000000,38463205917,12821.069,77996.619,e6dbf9a1f5bf1fbb,11500000,true,1,18585632768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,point_read,100000,463305250,4633.052,215840.421,e6dbf9a1f5bf1fbb,11500000,true,1,18585632768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,range_scan,11500000,781212709,67.932,14720702.656,e6dbf9a1f5bf1fbb,11500000,true,1,18585632768
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,write,3000000,7264219500,2421.407,412983.115,e6dbf9a1f5bf1fbb,11500000,true,1,7540752384
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,point_read,100000,102211000,1022.110,978368.277,e6dbf9a1f5bf1fbb,11500000,true,1,7540752384
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,range_scan,11500000,69561041,6.049,165322425.235,e6dbf9a1f5bf1fbb,11500000,true,1,7540752384
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,write,3000000,1567188291,522.396,1914256.262,6ca617ea012d7c88,11500000,true,1,4300242944
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,point_read,100000,11566667,115.667,8645532.892,6ca617ea012d7c88,11500000,true,1,4300242944
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,range_scan,11500000,94575334,8.224,121596187.014,6ca617ea012d7c88,11500000,true,1,4300242944
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,write,3000000,2305851375,768.617,1301037.887,6ca617ea012d7c88,11500000,true,1,3388375040
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,point_read,100000,54722625,547.226,1827397.717,6ca617ea012d7c88,11500000,true,1,3388375040
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,range_scan,11500000,479901292,41.731,23963261.178,6ca617ea012d7c88,11500000,true,1,3388375040
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,write,10000000,10941210209,1094.121,913975.676,f7849416b3dcc750,10000000,true,2,3779280896
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,point_read,100000,177510583,1775.106,563346.694,f7849416b3dcc750,10000000,true,2,3779280896
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,range_scan,10000000,416547042,41.655,24006892.360,f7849416b3dcc750,10000000,true,2,3779280896
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,write,10000000,2866655750,286.666,3488385.377,f7849416b3dcc750,10000000,true,2,2722889728
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,point_read,100000,103430916,1034.309,966828.912,f7849416b3dcc750,10000000,true,2,2722889728
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,range_scan,10000000,61281458,6.128,163181496.106,f7849416b3dcc750,10000000,true,2,2722889728
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,write,10000000,74472619916,7447.262,134277.537,4d41b1d77b2f6508,10000000,true,2,18556862464
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,point_read,100000,177291792,1772.918,564041.904,4d41b1d77b2f6508,10000000,true,2,18556862464
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,range_scan,10000000,451357833,45.136,22155370.460,4d41b1d77b2f6508,10000000,true,2,18556862464
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,write,10000000,7867376083,786.738,1271071.815,4d41b1d77b2f6508,10000000,true,2,2751365120
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,point_read,100000,98732542,987.325,1012837.287,4d41b1d77b2f6508,10000000,true,2,2751365120
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,range_scan,10000000,58880250,5.888,169836235.410,4d41b1d77b2f6508,10000000,true,2,2751365120
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,write,10000000,3973763583,397.376,2516506.025,6966fef6c9ae31a0,10000000,true,2,2722988032
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,point_read,100000,97701708,977.017,1023523.560,6966fef6c9ae31a0,10000000,true,2,2722988032
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,range_scan,10000000,59434250,5.943,168253153.695,6966fef6c9ae31a0,10000000,true,2,2722988032
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,write,10000000,9627953834,962.795,1038642.288,6966fef6c9ae31a0,10000000,true,2,4151001088
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,point_read,100000,181785458,1817.855,550099.007,6966fef6c9ae31a0,10000000,true,2,4151001088
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,range_scan,10000000,423264041,42.326,23625914.397,6966fef6c9ae31a0,10000000,true,2,4151001088
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,write,3000000,1000002875,333.334,2999991.375,f87678739d7b42d0,13000000,true,2,3290185728
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,point_read,100000,13557500,135.575,7375991.149,f87678739d7b42d0,13000000,true,2,3290185728
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,range_scan,13000000,89370666,6.875,145461599.223,f87678739d7b42d0,13000000,true,2,3290185728
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,write,3000000,3446220583,1148.740,870518.856,f87678739d7b42d0,13000000,true,2,3374432256
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,point_read,100000,77385292,773.853,1292235.222,f87678739d7b42d0,13000000,true,2,3374432256
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,range_scan,13000000,529105541,40.700,24569767.263,f87678739d7b42d0,13000000,true,2,3374432256
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,write,3000000,7642496625,2547.499,392541.881,e6dbf9a1f5bf1fbb,11500000,true,2,7736868864
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,point_read,100000,104320125,1043.201,958587.808,e6dbf9a1f5bf1fbb,11500000,true,2,7736868864
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,range_scan,11500000,68323000,5.941,168318135.913,e6dbf9a1f5bf1fbb,11500000,true,2,7736868864
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,write,3000000,38659550292,12886.517,77600.489,e6dbf9a1f5bf1fbb,11500000,true,2,19566395392
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,point_read,100000,249726875,2497.269,400437.478,e6dbf9a1f5bf1fbb,11500000,true,2,19566395392
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,range_scan,11500000,516550292,44.917,22263079.081,e6dbf9a1f5bf1fbb,11500000,true,2,19566395392
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,write,3000000,2310285292,770.095,1298540.925,6ca617ea012d7c88,11500000,true,2,3393634304
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,point_read,100000,56534458,565.345,1768832.736,6ca617ea012d7c88,11500000,true,2,3393634304
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,range_scan,11500000,473608042,41.183,24281682.278,6ca617ea012d7c88,11500000,true,2,3393634304
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,write,3000000,1474887250,491.629,2034053.790,6ca617ea012d7c88,11500000,true,2,4222369792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,point_read,100000,12371584,123.716,8083039.326,6ca617ea012d7c88,11500000,true,2,4222369792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,range_scan,11500000,67049916,5.830,171514010.547,6ca617ea012d7c88,11500000,true,2,4222369792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,write,10000000,2842590166,284.259,3517918.313,f7849416b3dcc750,10000000,true,3,2723414016
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,point_read,100000,97380584,973.806,1026898.750,f7849416b3dcc750,10000000,true,3,2723414016
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,range_scan,10000000,59499875,5.950,168067579.974,f7849416b3dcc750,10000000,true,3,2723414016
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,write,10000000,10789168625,1078.917,926855.474,f7849416b3dcc750,10000000,true,3,3779264512
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,point_read,100000,174567625,1745.676,572843.905,f7849416b3dcc750,10000000,true,3,3779264512
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,range_scan,10000000,413022167,41.302,24211775.539,f7849416b3dcc750,10000000,true,3,3779264512
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,write,10000000,8451663292,845.166,1183199.053,4d41b1d77b2f6508,10000000,true,3,2748334080
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,point_read,100000,104201375,1042.014,959680.235,4d41b1d77b2f6508,10000000,true,3,2748334080
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,range_scan,10000000,58105000,5.811,172102228.724,4d41b1d77b2f6508,10000000,true,3,2748334080
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,write,10000000,71881837625,7188.184,139117.200,4d41b1d77b2f6508,10000000,true,3,19328483328
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,point_read,100000,180191750,1801.918,554964.364,4d41b1d77b2f6508,10000000,true,3,19328483328
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,range_scan,10000000,452266709,45.227,22110846.987,4d41b1d77b2f6508,10000000,true,3,19328483328
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,write,10000000,9126861334,912.686,1095666.915,6966fef6c9ae31a0,10000000,true,3,4154408960
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,point_read,100000,178215125,1782.151,561119.602,6966fef6c9ae31a0,10000000,true,3,4154408960
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,range_scan,10000000,420480000,42.048,23782343.988,6966fef6c9ae31a0,10000000,true,3,4154408960
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,write,10000000,4148625459,414.863,2410436.926,6966fef6c9ae31a0,10000000,true,3,2723676160
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,point_read,100000,105295250,1052.953,949710.457,6966fef6c9ae31a0,10000000,true,3,2723676160
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,clustered,range_scan,10000000,59282333,5.928,168684319.492,6966fef6c9ae31a0,10000000,true,3,2723676160
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,write,3000000,3427805083,1142.602,875195.622,f87678739d7b42d0,13000000,true,3,3390865408
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,point_read,100000,58199958,582.000,1718214.298,f87678739d7b42d0,13000000,true,3,3390865408
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,append,range_scan,13000000,860620834,66.202,15105374.500,f87678739d7b42d0,13000000,true,3,3390865408
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,write,3000000,1091318500,363.773,2748968.335,f87678739d7b42d0,13000000,true,3,3289448448
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,point_read,100000,13588750,135.887,7359028.608,f87678739d7b42d0,13000000,true,3,3289448448
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,append,range_scan,13000000,90550125,6.965,143566891.818,f87678739d7b42d0,13000000,true,3,3289448448
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,write,3000000,40705301584,13568.434,73700.473,e6dbf9a1f5bf1fbb,11500000,true,3,19261865984
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,point_read,100000,753338708,7533.387,132742.416,e6dbf9a1f5bf1fbb,11500000,true,3,19261865984
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,random,range_scan,11500000,1139279458,99.068,10094099.318,e6dbf9a1f5bf1fbb,11500000,true,3,19261865984
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,write,3000000,7900939125,2633.646,379701.698,e6dbf9a1f5bf1fbb,11500000,true,3,8357625856
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,point_read,100000,444496834,4444.968,224973.481,e6dbf9a1f5bf1fbb,11500000,true,3,8357625856
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,random,range_scan,11500000,224472042,19.519,51231324.389,e6dbf9a1f5bf1fbb,11500000,true,3,8357625856
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,write,3000000,1532788792,510.930,1957216.817,6ca617ea012d7c88,11500000,true,3,4110663680
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,point_read,100000,12224125,122.241,8180544.620,6ca617ea012d7c88,11500000,true,3,4110663680
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,mutation,clustered,range_scan,11500000,68515042,5.958,167846354.090,6ca617ea012d7c88,11500000,true,3,4110663680
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,write,3000000,2304922708,768.308,1301562.083,6ca617ea012d7c88,11500000,true,3,3384999936
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,point_read,100000,54122875,541.229,1847647.598,6ca617ea012d7c88,11500000,true,3,3384999936
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,mutation,clustered,range_scan,11500000,469079208,40.789,24516115.411,6ca617ea012d7c88,11500000,true,3,3384999936
