schema,revision,dirty,adapter,records,repetition,build_ns,records_per_sec,database_bytes,observed_records,validated,error
sqlite-turso-local-v1,async-first-prepared,true,sqlite-sync,10000,1,7347750,1360960.8383518765,483328,10000,true,
sqlite-turso-local-v1,async-first-prepared,true,turso-async,10000,1,11286959,885978.2338183385,515008,10000,true,
