implementation,revision,contract_version,records,density,locality,operation,relationship,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_digest,result_count,base_count,target_count,conflict_count,validated,repetition,peak_rss_bytes
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,full_diff,compare,15000,993958,66.264,15091180.915,cff98fec2df37cbf,9ae23dae2890af08,15000,50000,65000,0,true,1,61194240
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,range_diff,compare,6499,526708,81.044,12338905.048,cff98fec2df37cbf,2badd0a4be56fc18,6499,50000,65000,0,true,1,61194240
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,patch_generate,compare,15000,1006000,67.067,14910536.779,cff98fec2df37cbf,9ae23dae2890af08,15000,50000,65000,0,true,1,61194240
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,patch_apply,compare,15000,70756875,4717.125,211993.534,cff98fec2df37cbf,ee687076f90b0617,65000,50000,65000,0,true,1,61194240
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,merge_disjoint,disjoint,30000,10077000,335.900,2977076.511,0c30ec7548582101,78c3cfffc8b04813,80000,50000,80000,0,true,1,61194240
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,merge_convergent,convergent,15000,83,0.006,180722891566.265,210982543c6e1f3d,ee687076f90b0617,65000,50000,65000,0,true,1,61194240
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,merge_conflict,conflict,15000,15543667,1036.244,965023.247,76925cd8a629c3be,ee687076f90b0617,65000,50000,65000,15000,true,1,61194240
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,full_diff,compare,15000,2812667,187.511,5333016.671,cff98fec2df37cbf,9ae23dae2890af08,15000,50000,65000,0,true,1,82526208
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,range_diff,compare,6499,1288167,198.210,5045153.307,cff98fec2df37cbf,2badd0a4be56fc18,6499,50000,65000,0,true,1,82526208
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,patch_generate,compare,15000,13125,0.875,1142857142.857,cff98fec2df37cbf,9ae23dae2890af08,5,50000,65000,0,true,1,82526208
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,patch_apply,compare,15000,64291,4.286,233314149.725,cff98fec2df37cbf,ee687076f90b0617,65000,50000,65000,0,true,1,82526208
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,merge_disjoint,disjoint,30000,335500,11.183,89418777.943,0c30ec7548582101,78c3cfffc8b04813,80000,50000,80000,0,true,1,82526208
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,merge_convergent,convergent,15000,53667,3.578,279501369.557,210982543c6e1f3d,ee687076f90b0617,65000,50000,65000,0,true,1,82526208
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,merge_conflict,conflict,15000,7418959,494.597,2021847.000,76925cd8a629c3be,ee687076f90b0617,65000,50000,65000,15000,true,1,82526208
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,full_diff,compare,15000,12190917,812.728,1230424.258,9b992a3a2be25f28,eb19d3370d6fe751,15000,50000,50000,0,true,1,106446848
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,range_diff,compare,1636,1013333,619.397,1614474.215,9b992a3a2be25f28,dccf910ecead9b24,1636,50000,50000,0,true,1,106446848
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,patch_generate,compare,15000,3249834,216.656,4615620.367,9b992a3a2be25f28,eb19d3370d6fe751,15000,50000,50000,0,true,1,106446848
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,patch_apply,compare,15000,41181167,2745.411,364244.170,9b992a3a2be25f28,11750baaac761904,50000,50000,50000,0,true,1,106446848
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,merge_disjoint,disjoint,30000,36789542,1226.318,815449.130,227237b81f5eb32b,533e7bb248f2de53,50000,50000,50000,0,true,1,106446848
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,merge_convergent,convergent,15000,917,0.061,16357688113.413,a3133db24ab9ca6d,11750baaac761904,50000,50000,50000,0,true,1,106446848
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,merge_conflict,conflict,15000,36083292,2405.553,415704.864,2b84a1e42ca6b443,11750baaac761904,50000,50000,50000,15000,true,1,106446848
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,full_diff,compare,15000,6077917,405.194,2467950.780,9b992a3a2be25f28,eb19d3370d6fe751,15000,50000,50000,0,true,1,96190464
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,range_diff,compare,1636,742167,453.647,2204355.623,9b992a3a2be25f28,dccf910ecead9b24,1636,50000,50000,0,true,1,96190464
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,patch_generate,compare,15000,17166,1.144,873820342.538,9b992a3a2be25f28,eb19d3370d6fe751,14,50000,50000,0,true,1,96190464
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,patch_apply,compare,15000,85791,5.719,174843515.054,9b992a3a2be25f28,11750baaac761904,50000,50000,50000,0,true,1,96190464
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,merge_disjoint,disjoint,30000,23590208,786.340,1271714.094,227237b81f5eb32b,533e7bb248f2de53,50000,50000,50000,0,true,1,96190464
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,merge_convergent,convergent,15000,203291,13.553,73785853.776,a3133db24ab9ca6d,11750baaac761904,50000,50000,50000,0,true,1,96190464
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,merge_conflict,conflict,15000,13738667,915.911,1091808.980,2b84a1e42ca6b443,11750baaac761904,50000,50000,50000,15000,true,1,96190464
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,full_diff,compare,15000,1835125,122.342,8173830.121,cda5e1fb1444ff54,9f3c782a42bbd541,15000,50000,50000,0,true,1,72990720
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,range_diff,compare,2450,302250,123.367,8105872.622,cda5e1fb1444ff54,51d8d1d61f6d5582,2450,50000,50000,0,true,1,72990720
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,patch_generate,compare,15000,1959166,130.611,7656319.066,cda5e1fb1444ff54,9f3c782a42bbd541,15000,50000,50000,0,true,1,72990720
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,patch_apply,compare,15000,18328625,1221.908,818391.996,cda5e1fb1444ff54,9e23fa79bfbe21fc,50000,50000,50000,0,true,1,72990720
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,merge_disjoint,disjoint,30000,18953750,631.792,1582800.237,abd9866355d90fcb,6267d1c9c74c20c9,50000,50000,50000,0,true,1,72990720
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,merge_convergent,convergent,15000,334,0.022,44910179640.719,d15e1a8c84fb36e5,9e23fa79bfbe21fc,50000,50000,50000,0,true,1,72990720
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,merge_conflict,conflict,15000,19328125,1288.542,776071.140,5fbb886e785fab09,9e23fa79bfbe21fc,50000,50000,50000,15000,true,1,72990720
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,full_diff,compare,15000,4125542,275.036,3635885.903,cda5e1fb1444ff54,9f3c782a42bbd541,15000,50000,50000,0,true,1,79380480
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,range_diff,compare,2450,634875,259.133,3859027.368,cda5e1fb1444ff54,51d8d1d61f6d5582,2450,50000,50000,0,true,1,79380480
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,patch_generate,compare,15000,11208,0.747,1338329764.454,cda5e1fb1444ff54,9f3c782a42bbd541,12,50000,50000,0,true,1,79380480
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,patch_apply,compare,15000,141833,9.456,105758180.395,cda5e1fb1444ff54,9e23fa79bfbe21fc,50000,50000,50000,0,true,1,79380480
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,merge_disjoint,disjoint,30000,4246917,141.564,7063947.800,abd9866355d90fcb,6267d1c9c74c20c9,50000,50000,50000,0,true,1,79380480
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,merge_convergent,convergent,15000,144542,9.636,103776065.088,d15e1a8c84fb36e5,9e23fa79bfbe21fc,50000,50000,50000,0,true,1,79380480
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,clustered,merge_conflict,conflict,15000,8821000,588.067,1700487.473,5fbb886e785fab09,9e23fa79bfbe21fc,50000,50000,50000,15000,true,1,79380480
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,0,none,full_diff,compare,1,84,84.000,11904761.905,bda9f30e28229476,0010cdf9f9a8266d,0,50000,50000,0,true,2,24788992
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,0,none,range_diff,compare,1,583,583.000,1715265.866,bda9f30e28229476,0010cdf9f9a8266d,0,50000,50000,0,true,2,24788992
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,0,none,patch_generate,compare,1,2166,2166.000,461680.517,bda9f30e28229476,0010cdf9f9a8266d,0,50000,50000,0,true,2,24788992
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,0,none,patch_apply,compare,1,1250,1250.000,800000.000,bda9f30e28229476,48e16cdef86be0dc,50000,50000,50000,0,true,2,24788992
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,0,none,merge_noop,noop,1,458,458.000,2183406.114,bda9f30e28229476,48e16cdef86be0dc,50000,50000,50000,0,true,2,24788992
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,0,none,full_diff,compare,1,1250,1250.000,800000.000,bda9f30e28229476,0010cdf9f9a8266d,0,50000,50000,0,true,2,69156864
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,0,none,range_diff,compare,1,2042,2042.000,489715.965,bda9f30e28229476,0010cdf9f9a8266d,0,50000,50000,0,true,2,69156864
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,0,none,patch_generate,compare,1,5791,5791.000,172681.748,bda9f30e28229476,0010cdf9f9a8266d,0,50000,50000,0,true,2,69156864
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,0,none,patch_apply,compare,1,458,458.000,2183406.114,bda9f30e28229476,48e16cdef86be0dc,50000,50000,50000,0,true,2,69156864
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,0,none,merge_noop,noop,1,830625,830625.000,1203.913,bda9f30e28229476,48e16cdef86be0dc,50000,50000,50000,0,true,2,69156864
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,full_diff,compare,500,34292,68.584,14580660.212,a9cffc36e2d841a7,4cf99ca66db68a08,500,50000,50500,0,true,2,27852800
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,range_diff,compare,500,36375,72.750,13745704.467,a9cffc36e2d841a7,4cf99ca66db68a08,500,50000,50500,0,true,2,27852800
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,patch_generate,compare,500,41375,82.750,12084592.145,a9cffc36e2d841a7,4cf99ca66db68a08,500,50000,50500,0,true,2,27852800
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,patch_apply,compare,500,2420958,4841.916,206529.812,a9cffc36e2d841a7,92f9adb9986ad6fe,50500,50000,50500,0,true,2,27852800
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,merge_disjoint,disjoint,1000,613042,613.042,1631209.607,cbc9e700ab2b8b84,0305baf7ceb69f9a,51000,50000,51000,0,true,2,27852800
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,merge_convergent,convergent,500,41,0.082,12195121951.220,371bffbebe4d9629,92f9adb9986ad6fe,50500,50000,50500,0,true,2,27852800
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,append,merge_conflict,conflict,500,1011042,2022.084,494539.297,1deb9f92cbd2c991,92f9adb9986ad6fe,50500,50000,50500,500,true,2,27852800
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,full_diff,compare,500,103708,207.416,4821228.835,a9cffc36e2d841a7,4cf99ca66db68a08,500,50000,50500,0,true,2,69976064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,range_diff,compare,500,106708,213.416,4685684.297,a9cffc36e2d841a7,4cf99ca66db68a08,500,50000,50500,0,true,2,69976064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,patch_generate,compare,500,7708,15.416,64867669.953,a9cffc36e2d841a7,4cf99ca66db68a08,1,50000,50500,0,true,2,69976064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,patch_apply,compare,500,55500,111.000,9009009.009,a9cffc36e2d841a7,92f9adb9986ad6fe,50500,50000,50500,0,true,2,69976064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,merge_disjoint,disjoint,1000,176250,176.250,5673758.865,cbc9e700ab2b8b84,0305baf7ceb69f9a,51000,50000,51000,0,true,2,69976064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,merge_convergent,convergent,500,645958,1291.916,774044.133,371bffbebe4d9629,92f9adb9986ad6fe,50500,50000,50500,0,true,2,69976064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,append,merge_conflict,conflict,500,342208,684.416,1461099.682,1deb9f92cbd2c991,92f9adb9986ad6fe,50500,50000,50500,500,true,2,69976064
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,full_diff,compare,500,613708,1227.416,814719.704,15be897ab152e105,c0e10bcabaabe10e,500,50000,50000,0,true,2,74530816
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,range_diff,compare,50,71667,1433.340,697671.174,15be897ab152e105,ea34c654ff88593a,50,50000,50000,0,true,2,74530816
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,patch_generate,compare,500,617792,1235.584,809333.886,15be897ab152e105,c0e10bcabaabe10e,500,50000,50000,0,true,2,74530816
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,patch_apply,compare,500,17662292,35324.584,28308.897,15be897ab152e105,452831f3772fcde0,50000,50000,50000,0,true,2,74530816
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,merge_disjoint,disjoint,1000,27464792,27464.792,36410.252,d42c744574f80c57,88ee078c70e49b2f,50000,50000,50000,0,true,2,74530816
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,merge_convergent,convergent,500,375,0.750,1333333333.333,74ca85848f72a0b5,452831f3772fcde0,50000,50000,50000,0,true,2,74530816
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,random,merge_conflict,conflict,500,25595791,51191.582,19534.462,3b48021f6f6c3d42,452831f3772fcde0,50000,50000,50000,500,true,2,74530816
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,full_diff,compare,500,670334,1340.668,745896.822,15be897ab152e105,c0e10bcabaabe10e,500,50000,50000,0,true,2,71237632
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,range_diff,compare,50,65292,1305.840,765790.602,15be897ab152e105,ea34c654ff88593a,50,50000,50000,0,true,2,71237632
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,patch_generate,compare,500,11917,23.834,41956868.339,15be897ab152e105,c0e10bcabaabe10e,14,50000,50000,0,true,2,71237632
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,patch_apply,compare,500,25083,50.166,19933819.719,15be897ab152e105,452831f3772fcde0,50000,50000,50000,0,true,2,71237632
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,merge_disjoint,disjoint,1000,4668083,4668.083,214220.698,d42c744574f80c57,88ee078c70e49b2f,50000,50000,50000,0,true,2,71237632
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,merge_convergent,convergent,500,35125,70.250,14234875.445,74ca85848f72a0b5,452831f3772fcde0,50000,50000,50000,0,true,2,71237632
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,random,merge_conflict,conflict,500,1776125,3552.250,281511.718,3b48021f6f6c3d42,452831f3772fcde0,50000,50000,50000,500,true,2,71237632
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,full_diff,compare,500,53125,106.250,9411764.706,b6d3d1a164b6b5ea,985e0165300316ee,500,50000,50000,0,true,2,28278784
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,range_diff,compare,500,50042,100.084,9991607.050,b6d3d1a164b6b5ea,985e0165300316ee,500,50000,50000,0,true,2,28278784
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,patch_generate,compare,500,58209,116.418,8589736.982,b6d3d1a164b6b5ea,985e0165300316ee,500,50000,50000,0,true,2,28278784
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,patch_apply,compare,500,786209,1572.418,635963.211,b6d3d1a164b6b5ea,18c13a7979b7f74e,50000,50000,50000,0,true,2,28278784
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,merge_disjoint,disjoint,1000,1292958,1292.958,773420.328,6b4cec9bb1ddca96,3c8daf08c077c1c0,50000,50000,50000,0,true,2,28278784
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,merge_convergent,convergent,500,458,0.916,1091703056.769,9be0f61d2092e2dd,18c13a7979b7f74e,50000,50000,50000,0,true,2,28278784
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,1,clustered,merge_conflict,conflict,500,964209,1928.418,518559.773,bb40b6f54422007a,18c13a7979b7f74e,50000,50000,50000,500,true,2,28278784
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,full_diff,compare,500,142958,285.916,3497530.743,b6d3d1a164b6b5ea,985e0165300316ee,500,50000,50000,0,true,2,80134144
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,range_diff,compare,500,146625,293.250,3410059.676,b6d3d1a164b6b5ea,985e0165300316ee,500,50000,50000,0,true,2,80134144
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,patch_generate,compare,500,10083,20.166,49588416.146,b6d3d1a164b6b5ea,985e0165300316ee,1,50000,50000,0,true,2,80134144
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,patch_apply,compare,500,78833,157.666,6342521.533,b6d3d1a164b6b5ea,18c13a7979b7f74e,50000,50000,50000,0,true,2,80134144
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,merge_disjoint,disjoint,1000,454334,454.334,2201023.916,6b4cec9bb1ddca96,3c8daf08c077c1c0,50000,50000,50000,0,true,2,80134144
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,merge_convergent,convergent,500,1062000,2124.000,470809.793,9be0f61d2092e2dd,18c13a7979b7f74e,50000,50000,50000,0,true,2,80134144
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,1,clustered,merge_conflict,conflict,500,385041,770.082,1298563.010,bb40b6f54422007a,18c13a7979b7f74e,50000,50000,50000,500,true,2,80134144
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,full_diff,compare,15000,926709,61.781,16186310.913,cff98fec2df37cbf,9ae23dae2890af08,15000,50000,65000,0,true,2,60014592
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,range_diff,compare,6499,516417,79.461,12584790.973,cff98fec2df37cbf,2badd0a4be56fc18,6499,50000,65000,0,true,2,60014592
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,patch_generate,compare,15000,1174500,78.300,12771392.082,cff98fec2df37cbf,9ae23dae2890af08,15000,50000,65000,0,true,2,60014592
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,patch_apply,compare,15000,67295083,4486.339,222898.900,cff98fec2df37cbf,ee687076f90b0617,65000,50000,65000,0,true,2,60014592
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,merge_disjoint,disjoint,30000,9736292,324.543,3081255.164,0c30ec7548582101,78c3cfffc8b04813,80000,50000,80000,0,true,2,60014592
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,merge_convergent,convergent,15000,458,0.031,32751091703.057,210982543c6e1f3d,ee687076f90b0617,65000,50000,65000,0,true,2,60014592
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,append,merge_conflict,conflict,15000,15836292,1055.753,947191.426,76925cd8a629c3be,ee687076f90b0617,65000,50000,65000,15000,true,2,60014592
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,full_diff,compare,15000,3816833,254.456,3929959.734,cff98fec2df37cbf,9ae23dae2890af08,15000,50000,65000,0,true,2,74022912
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,range_diff,compare,6499,1293333,199.005,5025001.295,cff98fec2df37cbf,2badd0a4be56fc18,6499,50000,65000,0,true,2,74022912
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,patch_generate,compare,15000,17667,1.178,849040584.140,cff98fec2df37cbf,9ae23dae2890af08,5,50000,65000,0,true,2,74022912
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,patch_apply,compare,15000,65417,4.361,229298194.659,cff98fec2df37cbf,ee687076f90b0617,65000,50000,65000,0,true,2,74022912
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,merge_disjoint,disjoint,30000,289208,9.640,103731570.358,0c30ec7548582101,78c3cfffc8b04813,80000,50000,80000,0,true,2,74022912
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,merge_convergent,convergent,15000,56250,3.750,266666666.667,210982543c6e1f3d,ee687076f90b0617,65000,50000,65000,0,true,2,74022912
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,append,merge_conflict,conflict,15000,7161917,477.461,2094411.315,76925cd8a629c3be,ee687076f90b0617,65000,50000,65000,15000,true,2,74022912
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,full_diff,compare,15000,2094333,139.622,7162184.810,9b992a3a2be25f28,eb19d3370d6fe751,15000,50000,50000,0,true,2,107151360
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,range_diff,compare,1636,289333,176.854,5654384.394,9b992a3a2be25f28,dccf910ecead9b24,1636,50000,50000,0,true,2,107151360
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,patch_generate,compare,15000,2508125,167.208,5980563.170,9b992a3a2be25f28,eb19d3370d6fe751,15000,50000,50000,0,true,2,107151360
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,patch_apply,compare,15000,36852208,2456.814,407031.242,9b992a3a2be25f28,11750baaac761904,50000,50000,50000,0,true,2,107151360
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,merge_disjoint,disjoint,30000,36677917,1222.597,817930.855,227237b81f5eb32b,533e7bb248f2de53,50000,50000,50000,0,true,2,107151360
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,merge_convergent,convergent,15000,42,0.003,357142857142.857,a3133db24ab9ca6d,11750baaac761904,50000,50000,50000,0,true,2,107151360
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,random,merge_conflict,conflict,15000,35324792,2354.986,424630.950,2b84a1e42ca6b443,11750baaac761904,50000,50000,50000,15000,true,2,107151360
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,full_diff,compare,15000,7071000,471.400,2121340.687,9b992a3a2be25f28,eb19d3370d6fe751,15000,50000,50000,0,true,2,94552064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,range_diff,compare,1636,701166,428.586,2333256.319,9b992a3a2be25f28,dccf910ecead9b24,1636,50000,50000,0,true,2,94552064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,patch_generate,compare,15000,16541,1.103,906837555.166,9b992a3a2be25f28,eb19d3370d6fe751,14,50000,50000,0,true,2,94552064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,patch_apply,compare,15000,41334,2.756,362897372.623,9b992a3a2be25f28,11750baaac761904,50000,50000,50000,0,true,2,94552064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,merge_disjoint,disjoint,30000,21710584,723.686,1381814.510,227237b81f5eb32b,533e7bb248f2de53,50000,50000,50000,0,true,2,94552064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,merge_convergent,convergent,15000,199875,13.325,75046904.315,a3133db24ab9ca6d,11750baaac761904,50000,50000,50000,0,true,2,94552064
dolt-go,6b2372c7d4de+runner.652d11a2d7f2,prolly-version-compare-v1,50000,30,random,merge_conflict,conflict,15000,13591000,906.067,1103671.547,2b84a1e42ca6b443,11750baaac761904,50000,50000,50000,15000,true,2,94552064
rust,677bc05461ac+src.4839a3a46636,prolly-version-compare-v1,50000,30,clustered,full_diff,compare,15000,2216166,147.744,6768446.046,cda5e1fb1444ff54,9f3c782a42bbd541,15000,50000,50000,0,true,2,73613312
