records,density,locality,operation,relationship,runs,rust_median_ns,go_median_ns,rust_median_ns_per_op,go_median_ns_per_op,rust_cv_percent,go_cv_percent,rust_vs_go,winner,winner_consistent
10000000,1,clustered,merge_disjoint,disjoint,3,140344167,8834500,701.721,44.172,0.5721020440167591,11.043570479925952,0.06294882209105278,dolt-go,True
10000000,1,clustered,patch_apply,compare,3,144506292,392208,1445.063,3.922,2.719250690863819,10.11164842699535,0.0027141240327445398,dolt-go,True
10000000,1,clustered,patch_generate,compare,3,20345667,35250,203.457,0.352,2.930425849657401,34.91987597231932,0.0017325556345731993,dolt-go,True
10000000,1,clustered,range_diff,compare,3,5934500,3282750,494.542,273.562,1.5300115642154948,3.7294458209403936,0.5531637037661135,dolt-go,True
10000000,1,random,full_diff,compare,3,118948959,257460958,1189.49,2574.61,1.631473369210236,1.3549703539804476,2.164465836140693,rust,True
10000000,1,random,merge_conflict,conflict,3,3847307334,483041166,38473.073,4830.412,10.065293455475336,1.2006992997792427,0.1255530489418395,dolt-go,True
10000000,1,random,merge_convergent,convergent,3,208,353083,0.002,3.531,53.882835857070475,3.8177721428416924,1697.514423076923,rust,True
10000000,1,random,merge_disjoint,disjoint,3,4539245583,676818750,22696.228,3384.094,1.4830028460969944,1.3961915383323797,0.14910379657244466,dolt-go,True
10000000,1,random,patch_apply,compare,3,3334639541,306834,33346.395,3.068,3.694258551058052,8.81465880440308,9.201414312624202e-05,dolt-go,True
10000000,1,random,patch_generate,compare,3,120762583,47291,1207.626,0.473,0.6112476118227804,27.216413700641883,0.000391603084541509,dolt-go,True
10000000,1,random,range_diff,compare,3,13099750,17381792,1306.578,1733.672,1.66659665161111,4.5398998491507365,1.3268796732762076,rust,True
10000000,30,append,full_diff,compare,3,277251333,633115042,92.417,211.038,1.3300222292971544,1.5614433567374362,2.2835419225919464,rust,True
10000000,30,append,merge_conflict,conflict,3,3496626166,1579520500,1165.542,526.507,3.803880907311973,1.1415766975852697,0.4517270148461161,dolt-go,True
10000000,30,append,merge_convergent,convergent,3,167,132333,0.0,0.044,63.803981335248686,7.44982850626736,792.4131736526946,rust,True
10000000,30,append,merge_disjoint,disjoint,3,2156822834,714709,359.47,0.119,4.61081315950762,107.00343764208901,0.0003313712135894422,dolt-go,True
10000000,30,append,patch_apply,compare,3,13454252417,133458,4484.751,0.044,1.933810304241438,8.478063463472772,9.91939171821768e-06,dolt-go,True
10000000,30,append,patch_generate,compare,3,304116208,46125,101.372,0.015,6.094374589547734,137.1830087976373,0.00015166899621476274,dolt-go,True
10000000,30,append,range_diff,compare,3,200370000,263549917,154.131,202.731,0.7117939602272271,10.919619001893714,1.3153162499376154,rust,True
10000000,30,clustered,full_diff,compare,3,432549750,987653708,144.183,329.218,9.296210387921496,1.9732594784182016,2.2833297395270717,rust,True
10000000,30,clustered,merge_conflict,conflict,3,4067815750,1998105792,1355.939,666.035,14.469078932051232,2.59266705983678,0.49119869600780225,dolt-go,True
10000000,30,clustered,merge_convergent,convergent,3,167,590958,0.0,0.197,41.4889169215238,9.775460070457363,3538.670658682635,rust,True
10000000,30,clustered,merge_disjoint,disjoint,3,3285850250,1082728458,547.642,180.455,9.229168703957157,4.027816717835019,0.32951241706769807,dolt-go,True
10000000,30,clustered,patch_apply,compare,3,3560124708,268583,1186.708,0.09,1.2440687343240546,43.630199520655694,7.544202016195215e-05,dolt-go,True
10000000,30,clustered,patch_generate,compare,3,450663708,44667,150.221,0.015,0.513385226198152,72.6447392341424,9.911381637147494e-05,dolt-go,True
10000000,30,clustered,range_diff,compare,3,52335875,115349666,159.561,351.676,1.6074262065366367,9.287005664240468,2.2040267025247977,rust,True
10000000,30,random,full_diff,compare,3,508457167,1566086125,169.486,522.029,11.604552352474133,23.501059327159417,3.080074835487568,rust,True
10000000,30,random,merge_conflict,conflict,3,10964406167,3881405291,3654.802,1293.802,4.489707267371955,16.13052247612287,0.3540005023420253,dolt-go,True
10000000,30,random,merge_convergent,convergent,3,375,24022542,0.0,8.008,20.420947960945718,17.91905224946958,64060.112,rust,True
10000000,30,random,merge_disjoint,disjoint,3,9484370875,4954035375,1580.728,825.673,5.904654984792715,0.9352432681099072,0.5223367411810538,dolt-go,True
10000000,30,random,patch_apply,compare,3,9077182917,220833,3025.728,0.074,3.949000282871002,13.519927997186834,2.432836288739074e-05,dolt-go,True
10000000,30,random,patch_generate,compare,3,569490292,37584,189.83,0.013,11.411358991464729,125.42625857286482,6.599585722174172e-05,dolt-go,True
10000000,30,random,range_diff,compare,3,62037292,144347750,189.717,441.432,8.704769953799707,18.158254362962317,2.326789989479231,rust,True
