suite,revision_role,pair,schema,revision,dirty,adapter,records,repetition,api,pattern,configured_changes,observed_changes,total_ns,operations_per_sec,p50_ns,p95_ns,p99_ns,max_ns,db_bytes_before,db_bytes_after,expected_records,observed_records,validated,error
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,169708,589247.4132038561,169708,317875,1343250,1343250,483328,1612048,10100,10100,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,3695125,27062.683941679916,3695125,9815917,10445208,10445208,483328,17017216,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,3779083,26461.445805768224,3779083,10081750,10371792,10371792,483328,17017216,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,341209,293075.50504236406,341209,460583,1722833,1722833,483328,2778008,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,408208,244973.15094265668,408208,554750,1743208,1743208,483328,2778008,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,70000,1428571.4285714286,70000,85334,101166,101166,483328,499712,10100,10100,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,70958,1409284.3653992503,70958,76292,97541,97541,483328,499712,10100,10100,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2443208,40929.79394304537,2443208,2700291,2723875,2723875,483328,925696,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2632292,37989.706309178466,2632292,8117292,8772542,8772542,483328,925696,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,376750,265428.00265428005,376750,785958,1230875,1230875,483328,520192,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,222959,448512.95529671374,222959,582166,604958,604958,483328,520192,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,287667,695248.3253205963,287667,437250,649834,649834,483328,536576,10200,10200,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,326292,612947.9116864649,326292,924750,999041,999041,483328,536576,10200,10200,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5183167,38586.4472435482,5183167,5562875,5673875,5673875,483328,1744896,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5206708,38411.98699831064,5206708,5915791,6243125,6243125,483328,1744896,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,143584,1392912.8593715178,143584,152250,185750,185750,483328,540672,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,144833,1380900.76156677,144833,203583,224667,224667,483328,540672,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,34962292,2860.2243811704334,304542,526333,1561166,4633500,515008,32021080,10100,10100,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,96783375,1033.2353051337589,932250,1235667,2804709,6098958,515008,32021080,10100,10100,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,50502667,1980.0934473420978,417583,868708,2178042,5907916,515008,54928032,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,122798416,814.3427517827266,1176708,2049542,3938167,12875958,515008,54928032,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,27131583,3685.741447522616,218667,450667,1233958,3621875,515008,25960200,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,93108541,1074.0153258335345,881541,1358916,2404042,5183417,515008,25960200,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1323042,75583.39039879308,1323042,1794584,6806917,6806917,515008,1590328,10100,10100,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1372542,72857.51547129342,1372542,1580083,1770667,1770667,515008,1590328,10100,10100,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,8019375,12469.799703842256,8019375,10234750,11145417,11145417,515008,13533376,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7587209,13180.077153535642,7587209,9739417,10236917,10236917,515008,13533376,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2790792,35832.12220760272,2790792,5932375,6099625,6099625,515008,2121808,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2687625,37207.571740849264,2687625,3631000,5270583,5270583,515008,2121808,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,807500,123839.0092879257,807500,1075625,1108459,1108459,515008,560328,10100,10100,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,841625,118817.76325560671,841625,989125,1080958,1080958,515008,560328,10100,10100,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7009375,14266.607222469906,7009375,9613000,11616916,11616916,515008,955848,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,6936416,14416.66705111112,6936416,7683750,8731166,8731166,515008,955848,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,814875,122718.20831415862,814875,918042,980750,980750,515008,572688,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,684625,146065.3642505021,684625,949875,952417,952417,515008,572688,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2508333,79734.22986501394,2508333,2995958,3027167,3027167,515008,638608,10200,10200,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,3359083,59540.05899824446,3359083,5606750,5835083,5835083,515008,638608,10200,10200,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,13544083,14766.595863300601,13544083,15431042,16255083,16255083,515008,1775728,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,13412292,14911.694436715215,13412292,20147875,31784750,31784750,515008,1775728,10000,10000,true,
sqlite-turso,candidate,16,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1700458,117615.37185864044,1700458,3753000,4542291,4542291,515008,622128,10000,10000,true,
sqlite-turso,baseline,16,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1552500,128824.4766505636,1552500,2098166,2199709,2199709,515008,622128,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,17395959,5748.461467401711,99667,147500,258209,10972458,483328,42962736,10100,10100,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,17619792,5675.43589617857,100792,156416,589958,12792500,483328,42962736,10100,10100,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,25552250,3913.5496874052187,146834,243916,5543208,11470292,483328,67166072,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,25154709,3975.3988010753774,145750,248500,5281833,11956666,483328,67166072,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,14034958,7125.065853421151,68459,134500,330000,10760084,483328,35786616,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,15311667,6530.967529531566,71375,142875,493708,11117208,483328,35786616,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,174458,573203.8656868702,174458,345042,1489625,1489625,483328,1612048,10100,10100,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,177500,563380.2816901408,177500,636500,1274375,1274375,483328,1612048,10100,10100,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,3878500,25783.163594173006,3878500,10187167,11092125,11092125,483328,17017216,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,3784667,26422.40387331303,3784667,10425083,10671333,10671333,483328,17017216,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,357917,279394.38473165565,357917,532708,1681667,1681667,483328,2778008,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,371000,269541.77897574124,371000,482542,1750958,1750958,483328,2778008,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,71041,1407637.8429357696,71041,104500,128084,128084,483328,499712,10100,10100,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,69541,1438000.6039602538,69541,106167,111375,111375,483328,499712,10100,10100,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2554291,39149.80712847518,2554291,3116792,3557792,3557792,483328,925696,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2538459,39393.97878791818,2538459,2677667,2755167,2755167,483328,925696,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,200333,499168.8838084589,200333,229708,249125,249125,483328,520192,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,202542,493724.7583217308,202542,240708,246208,246208,483328,520192,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,281875,709534.3680709534,281875,406667,474333,474333,483328,536576,10200,10200,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,289792,690150.1766784452,289792,505542,623333,623333,483328,536576,10200,10200,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5256375,38049.03569475161,5256375,5539791,5626750,5626750,483328,1744896,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5210709,38382.492670383246,5210709,5508292,6029542,6029542,483328,1744896,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,134209,1490213.0259520598,134209,170083,205417,205417,483328,540672,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,144583,1383288.4917313932,144583,165167,182292,182292,483328,540672,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,92960708,1075.7233045170008,886167,1137250,1736000,5160417,515008,32021080,10100,10100,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,33156292,3016.018799689664,296000,395875,1178959,4133917,515008,32021080,10100,10100,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,114065208,876.691514909612,1103708,1739041,3609167,53050042,515008,54928032,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,48847125,2047.2033922160208,410917,804500,1496041,3737292,515008,54928032,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,86943708,1150.1694866752175,815291,1120000,1790584,4610625,515008,25960200,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,27039958,3698.230596364092,216666,444625,1233000,7283958,515008,25960200,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1399000,71479.62830593281,1399000,1602959,2101959,2101959,515008,1590328,10100,10100,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1342375,74494.83192103548,1342375,1705208,1752917,1752917,515008,1590328,10100,10100,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7712500,12965.964343598054,7712500,9971166,10051583,10051583,515008,13533376,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,7735250,12927.830386865324,7735250,10043209,10623750,10623750,515008,13533376,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2568042,38940.17309685745,2568042,2975250,3176125,3176125,515008,2121808,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2524917,39605.26227198756,2524917,2807875,2886000,2886000,515008,2121808,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,743375,134521.60753321002,743375,984458,1014792,1014792,515008,560328,10100,10100,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,693458,144204.84009125282,693458,885541,907875,907875,515008,560328,10100,10100,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,6563875,15234.90316314677,6563875,7911000,8386459,8386459,515008,955848,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7128916,14027.378075432505,7128916,8457250,9055875,9055875,515008,955848,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,803542,124449.00204345261,803542,994583,1072792,1072792,515008,572688,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,846708,118104.470490417,846708,1091917,1122125,1122125,515008,572688,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2922167,68442.35801718383,2922167,3358875,3406125,3406125,515008,638608,10200,10200,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2939959,68028.15957637504,2939959,3561416,3607084,3607084,515008,638608,10200,10200,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,14144000,14140.27149321267,14144000,16327834,18193416,18193416,515008,1775728,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,13911625,14376.46572560718,13911625,14445042,14495666,14495666,515008,1775728,10000,10000,true,
sqlite-turso,baseline,17,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1597167,125221.72070923078,1597167,1753083,1835709,1835709,515008,622128,10000,10000,true,
sqlite-turso,candidate,17,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1534750,130314.3834500733,1534750,1886250,1886834,1886834,515008,622128,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,19157500,5219.887772412893,105500,181708,405750,11933375,483328,42962736,10100,10100,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,18144000,5511.463844797178,104375,156584,279667,11082208,483328,42962736,10100,10100,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,25986500,3848.1519250380006,152000,252458,5555000,12875708,483328,67166072,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,26289208,3803.842245837151,154458,264875,5967500,12421667,483328,67166072,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,15443250,6475.320933093746,73125,145833,291292,10712750,483328,35786616,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,14528167,6883.1807894278745,73417,148791,262167,10770500,483328,35786616,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,185292,539688.7075534832,185292,350125,1426292,1426292,483328,1612048,10100,10100,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,172166,580834.7757396931,172166,310792,1699000,1699000,483328,1612048,10100,10100,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,4126958,24230.922631148656,4126958,10608542,12030667,12030667,483328,17017216,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,4111916,24319.562948270344,4111916,10595291,11329000,11329000,483328,17017216,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,371416,269239.88196523575,371416,473875,1902292,1902292,483328,2778008,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,376166,265840.08124072885,376166,513584,1703833,1703833,483328,2778008,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,72459,1380090.8099752963,72459,102291,133166,133166,483328,499712,10100,10100,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,72292,1383278.9243623083,72292,85125,101375,101375,483328,499712,10100,10100,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2572375,38874.58088342485,2572375,2870625,2956833,2956833,483328,925696,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2549625,39221.454135412074,2549625,2736875,2762042,2762042,483328,925696,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,207583,481735.01683663885,207583,239542,280541,280541,483328,520192,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,216083,462785.13349037175,216083,280291,288584,288584,483328,520192,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,291542,686007.5049221038,291542,421291,559792,559792,483328,536576,10200,10200,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,291250,686695.278969957,291250,369791,508833,508833,483328,536576,10200,10200,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5384959,37140.48704920502,5384959,5943667,6541083,6541083,483328,1744896,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5358792,37321.84417682194,5358792,5729209,6304959,6304959,483328,1744896,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,145375,1375752.3645743767,145375,171208,196459,196459,483328,540672,10000,10000,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,143083,1397790.0938616048,143083,156375,190292,190292,483328,540672,10000,10000,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,36892083,2710.6086690740667,317375,709042,1918750,9032750,515008,32021080,10100,10100,true,
sqlite-turso,baseline,18,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,97571500,1024.8894400516544,937416,1458084,3063875,6074000,515008,32021080,10100,10100,true,
sqlite-turso,candidate,18,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,48738916,2051.748545248729,414042,820209,2222166,6735625,515008,54928032,10000,10000,true,
