suite,revision_role,pair,schema,revision,dirty,adapter,records,repetition,api,pattern,configured_changes,observed_changes,total_ns,operations_per_sec,p50_ns,p95_ns,p99_ns,max_ns,db_bytes_before,db_bytes_after,expected_records,observed_records,validated,error
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,149208,1340410.7018390435,149208,1717541,1810541,1810541,483328,540672,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,349000,573065.9025787966,349000,545708,2275583,2275583,483328,540672,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,89560166,1116.5678277103684,860958,1110417,2099917,4276875,515008,32021080,10100,10100,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,32868834,3042.3957235598928,291916,395000,1475833,4280625,515008,32021080,10100,10100,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,112423916,889.4904532590734,1084083,1617334,3230000,8191709,515008,54928032,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,47946917,2085.6398337352953,409334,784666,1790167,11918417,515008,54928032,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,87950500,1137.00320066401,821709,1219333,2108167,5657958,515008,25960200,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,26543417,3767.4124623819157,217375,445625,1292666,12745583,515008,25960200,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1270542,78706.56774825232,1270542,1632250,1711458,1711458,515008,1590328,10100,10100,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1360208,73518.16780962911,1360208,1762583,1777542,1777542,515008,1590328,10100,10100,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7647667,13075.883141878432,7647667,10344917,10569417,10569417,515008,13533376,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,7678583,13023.236188239418,7678583,11494167,11698958,11698958,515008,13533376,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2326709,42979.16069435413,2326709,2936125,3261459,3261459,515008,2121808,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2475625,40393.83993940924,2475625,2734583,2819667,2819667,515008,2121808,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,731125,136775.51718242434,731125,1054042,1332416,1332416,515008,560328,10100,10100,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,690584,144804.97665743777,690584,810917,1023833,1023833,515008,560328,10100,10100,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,6908125,14475.707952592056,6908125,8067500,8359667,8359667,515008,955848,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7231625,13828.150657701415,7231625,10677959,11012459,11012459,515008,955848,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,849125,117768.2908876785,849125,952083,1086958,1086958,515008,572688,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,739208,135279.9212129739,739208,1077292,1482083,1482083,515008,572688,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2793791,71587.31630247216,2793791,3529958,3618083,3618083,515008,638608,10200,10200,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2874708,69572.283515404,2874708,3989291,4345209,4345209,515008,638608,10200,10200,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,12925208,15473.63879946845,12925208,13940917,14496250,14496250,515008,1775728,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,13002000,15382.248884786955,13002000,14215917,14352625,14352625,515008,1775728,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1445875,138324.54396126914,1445875,1718167,1977708,1977708,515008,622128,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1404458,142403.68882515532,1404458,1823625,2266750,2266750,515008,622128,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,18318000,5459.111256687412,98666,144458,286875,10631542,483328,42962736,10100,10100,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,17807584,5615.584910339325,99916,140958,232750,10773417,483328,42962736,10100,10100,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,24482958,4084.4737796797267,141000,232542,5185333,11534708,483328,67166072,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,24385125,4100.860668132725,141958,230875,5122375,15253084,483328,67166072,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,14392625,6948.002883421196,69458,131166,235125,10198000,483328,35786616,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,14951917,6688.105612143246,69334,137292,258791,10642958,483328,35786616,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,173042,577894.384022376,173042,313625,1246917,1246917,483328,1612048,10100,10100,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,171500,583090.3790087464,171500,325584,1285708,1285708,483328,1612048,10100,10100,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,3798500,26326.18138738976,3798500,10274750,10738875,10738875,483328,17017216,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,3947916,25329.81958076109,3947916,10595125,10992500,10992500,483328,17017216,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,352834,283419.3983573012,352834,547792,1682709,1682709,483328,2778008,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,385458,259431.63716928952,385458,565500,1505209,1505209,483328,2778008,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,66500,1503759.3984962406,66500,78375,98292,98292,483328,499712,10100,10100,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,69250,1444043.321299639,69250,78625,106917,106917,483328,499712,10100,10100,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2470291,40481.06073333061,2470291,2655125,3165959,3165959,483328,925696,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,5557750,17992.8928073411,5557750,7563167,8434750,8434750,483328,925696,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,213833,467654.6650891116,213833,619792,626459,626459,483328,520192,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,204084,489994.3160659336,204084,248375,263208,263208,483328,520192,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,288250,693842.1509106678,288250,501583,520167,520167,483328,536576,10200,10200,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,286875,697167.7559912854,286875,345250,449875,449875,483328,536576,10200,10200,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5160125,38758.75099924905,5160125,5771875,5949083,5949083,483328,1744896,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5057417,39545.878854759256,5057417,5660625,5847541,5847541,483328,1744896,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,134167,1490679.5262620465,134167,148708,187583,187583,483328,540672,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,144458,1384485.4559802848,144458,175292,186000,186000,483328,540672,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,32474958,3079.2957453555446,291417,395375,1088458,4551959,515008,32021080,10100,10100,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,89137625,1121.8607181871853,845250,1087833,1843917,6304125,515008,32021080,10100,10100,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,47244250,2116.6596993284898,406209,771000,2084542,6709875,515008,54928032,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,133565334,748.6972630188609,1226583,2556625,4475584,10286541,515008,54928032,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,41036875,2436.832726663519,249750,1075750,2775958,8693583,515008,25960200,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,99028292,1009.8124281493212,942916,1501750,2532167,6980917,515008,25960200,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1437833,69549.1061896618,1437833,1832291,2575041,2575041,515008,1590328,10100,10100,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1505375,66428.63073984887,1505375,1948167,1970500,1970500,515008,1590328,10100,10100,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,8638917,11575.525033982847,8638917,11730542,12429083,12429083,515008,13533376,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,9932792,10067.662747795383,9932792,21463083,26696416,26696416,515008,13533376,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2724916,36698.378959204616,2724916,3298916,3602042,3602042,515008,2121808,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2827250,35370.05924484923,2827250,3812417,3982709,3982709,515008,2121808,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,792750,126143.1725007884,792750,891959,1797500,1797500,515008,560328,10100,10100,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,666042,150140.68181886428,666042,904750,971583,971583,515008,560328,10100,10100,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7609834,13140.891115364671,7609834,9116708,9619792,9619792,515008,955848,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,7925958,12616.771373252293,7925958,10412834,10804125,10804125,515008,955848,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,1362958,73369.83237928095,1362958,4207250,5392459,5392459,515008,572688,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,942000,106157.11252653928,942000,1438333,1799250,1799250,515008,572688,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,3365958,59418.447883188084,3365958,6355417,6379791,6379791,515008,638608,10200,10200,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,3086458,64799.197008350675,3086458,5914792,6131125,6131125,515008,638608,10200,10200,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,14185041,14099.360022998877,14185041,15797833,16829500,16829500,515008,1775728,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,14474959,13816.964870159563,14474959,16953375,18260292,18260292,515008,1775728,10000,10000,true,
sqlite-turso,candidate,6,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1756750,113846.59171766046,1756750,2186583,2317833,2317833,515008,622128,10000,10000,true,
sqlite-turso,baseline,6,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1965375,101761.7503021052,1965375,3610000,4314542,4314542,515008,622128,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,22565000,4431.641923332595,117542,309292,1970000,15292041,483328,42962736,10100,10100,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,27515042,3634.3756989358767,120291,447542,2654250,14065416,483328,42962736,10100,10100,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,40850709,2447.9379293025245,188166,834458,8569083,18498625,483328,67166072,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,40090875,2494.3331867912584,191042,735666,7697958,20388666,483328,67166072,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,26079792,3834.3864092167605,94625,429167,1914166,20628625,483328,35786616,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,22426250,4459.060253051669,89709,364375,2056208,18966375,483328,35786616,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,292958,341345.8584506994,292958,1263500,2001709,2001709,483328,1612048,10100,10100,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,228667,437317.1467680076,228667,1171791,1653000,1653000,483328,1612048,10100,10100,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,7468000,13390.46598821639,7468000,22643584,37091333,37091333,483328,17017216,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,6846458,14606.092668647058,6846458,50336459,90722083,90722083,483328,17017216,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,775417,128962.86772149695,775417,1355041,9194958,9194958,483328,2778008,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,441042,226735.77573110952,441042,1497291,7407167,7407167,483328,2778008,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,74583,1340788.1152541463,74583,218667,281000,281000,483328,499712,10100,10100,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,83417,1198796.4084059603,83417,427917,475917,475917,483328,499712,10100,10100,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2687834,37204.67856273862,2687834,4640458,4712084,4712084,483328,925696,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2724334,36706.21884100848,2724334,3255958,4322083,4322083,483328,925696,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,225834,442803.12087639596,225834,338333,558291,558291,483328,520192,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,222291,449860.7680922754,222291,562667,592583,592583,483328,520192,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,569917,350928.2930672361,569917,1518459,1674625,1674625,483328,536576,10200,10200,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,328250,609291.6984006093,328250,1253125,1763750,1763750,483328,536576,10200,10200,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,6069666,32950.74226489563,6069666,8922750,9712875,9712875,483328,1744896,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5707416,35042.12764585585,5707416,7949041,8699375,8699375,483328,1744896,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,149875,1334445.3711426188,149875,287667,419708,419708,483328,540672,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,163917,1220129.6997870873,163917,318000,490292,490292,483328,540672,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,111954291,893.2216809804994,1047583,1755917,2996083,7376250,515008,32021080,10100,10100,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,33254375,3007.123122897363,297125,438875,1344833,4245958,515008,32021080,10100,10100,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,121266167,824.6323147989002,1149833,1666875,2945792,8572750,515008,54928032,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,51972083,1924.1099110843797,431708,870042,1779292,5154250,515008,54928032,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,99479792,1005.2292831492853,892625,1549333,3074583,10367250,515008,25960200,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,28511042,3507.4130226457523,226208,525500,1324792,3244417,515008,25960200,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1456541,68655.80852169626,1456541,1664458,1768042,1768042,515008,1590328,10100,10100,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1654458,60442.75527091047,1654458,4937917,7191917,7191917,515008,1590328,10100,10100,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,8241667,12133.467658909296,8241667,10748292,10799458,10799458,515008,13533376,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,8074958,12383.965340748522,8074958,10543167,10657792,10657792,515008,13533376,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2665000,37523.4521575985,2665000,3158875,3198625,3198625,515008,2121808,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2836041,35260.42112931371,2836041,4674333,5809500,5809500,515008,2121808,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,719000,139082.05841446453,719000,1236958,1332042,1332042,515008,560328,10100,10100,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,774000,129198.96640826874,774000,1057292,1429500,1429500,515008,560328,10100,10100,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,7030209,14224.328181423909,7030209,7972000,8747834,8747834,515008,955848,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7083041,14118.229726469182,7083041,8487375,9583292,9583292,515008,955848,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,724833,137962.81350324833,724833,1115000,1120708,1120708,515008,572688,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,745834,134078.09244416317,745834,1073792,1110167,1110167,515008,572688,10000,10000,true,
