suite,revision_role,pair,revision,facade,api,records,items_per_sample,samples,median_ns,p95_ns,throughput_items_per_sec,publication_calls,request_allocations,root
foundation,candidate,3,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,range-delete,10000,100,300,67000,82292,1492537.313,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,3,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,range-delete,10000,100,300,376334,433083,265721.407,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,3,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,range-delete,10000,100,300,387417,437417,258119.804,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,3,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,forward,10000,1024,300,80333,97834,12746940.859,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,3,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,forward,10000,1024,300,87625,108125,11686162.625,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,3,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,forward,10000,1024,300,90834,111625,11273311.756,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,put,10000,1,300,37875,57375,26402.640,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,put,10000,1,300,276583,328458,3615.551,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,put,10000,1,300,268292,310000,3727.282,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,delete,10000,1,300,22250,26792,44943.820,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,delete,10000,1,300,116834,139125,8559.152,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,delete,10000,1,300,117750,140625,8492.569,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,batch,10000,1,300,41750,52167,23952.096,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,batch,10000,1,300,309750,360917,3228.410,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,batch,10000,1,300,293792,337833,3403.769,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,build,10000,100,300,47084,59417,2123863.733,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,build,10000,100,300,47250,58459,2116402.116,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,build,10000,100,300,47166,59291,2120171.310,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,merge,10000,2,300,57167,74042,34985.219,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,merge,10000,2,300,274042,313708,7298.151,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,merge,10000,2,300,275583,320917,7257.342,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,range-delete,10000,100,300,66875,78542,1495327.103,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,range-delete,10000,100,300,381208,437458,262323.981,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,range-delete,10000,100,300,389542,455083,256711.728,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,forward,10000,1024,300,78375,91500,13065390.750,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,forward,10000,1024,300,77375,96000,13234248.788,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,4,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,forward,10000,1024,300,79375,95417,12900787.402,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,put,10000,1,300,32750,42709,30534.351,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,put,10000,1,300,238084,279375,4200.198,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,put,10000,1,300,237750,273834,4206.099,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,delete,10000,1,300,20291,28000,49282.933,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,delete,10000,1,300,107084,125750,9338.463,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,delete,10000,1,300,103208,124042,9689.171,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,batch,10000,1,300,37625,42833,26578.073,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,batch,10000,1,300,291334,336458,3432.486,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,batch,10000,1,300,291709,337375,3428.074,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,build,10000,100,300,46875,61042,2133333.333,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,build,10000,100,300,47291,59333,2114567.254,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,build,10000,100,300,46792,55917,2137117.456,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,merge,10000,2,300,57458,70125,34808.034,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,merge,10000,2,300,275916,323208,7248.583,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,merge,10000,2,300,274917,324708,7274.923,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,range-delete,10000,100,300,68458,83750,1460749.657,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,range-delete,10000,100,300,399750,492750,250156.348,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,range-delete,10000,100,300,452583,548875,220953.947,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,forward,10000,1024,300,84959,97041,12052872.562,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,forward,10000,1024,300,84250,94375,12154302.671,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,4,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,forward,10000,1024,300,83333,96834,12288049.152,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,put,10000,1,300,35292,41959,28335.033,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,put,10000,1,300,268125,314209,3729.604,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,put,10000,1,300,249958,292250,4000.672,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,delete,10000,1,300,21625,27958,46242.775,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,delete,10000,1,300,106083,121000,9426.581,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,delete,10000,1,300,104500,129417,9569.378,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,batch,10000,1,300,37667,48000,26548.438,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,batch,10000,1,300,298708,345792,3347.751,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,batch,10000,1,300,294333,344583,3397.512,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,build,10000,100,300,47000,55542,2127659.574,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,build,10000,100,300,47083,57958,2123908.842,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,build,10000,100,300,46959,56416,2129517.238,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,merge,10000,2,300,58125,76375,34408.602,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,merge,10000,2,300,280417,325625,7132.235,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,merge,10000,2,300,283167,327875,7062.970,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,range-delete,10000,100,300,68292,81500,1464300.357,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,range-delete,10000,100,300,393709,443042,253994.702,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,range-delete,10000,100,300,391000,437583,255754.476,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,forward,10000,1024,300,75250,89709,13607973.422,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,forward,10000,1024,300,75333,90042,13592980.500,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,5,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,forward,10000,1024,300,78417,95459,13058392.951,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,put,10000,1,300,32583,39459,30690.851,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,put,10000,1,300,239750,278125,4171.011,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,put,10000,1,300,237833,276708,4204.631,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,delete,10000,1,300,20250,21375,49382.716,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,delete,10000,1,300,103500,124875,9661.836,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,delete,10000,1,300,103208,123375,9689.171,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,batch,10000,1,300,37583,46666,26607.775,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,batch,10000,1,300,288875,340958,3461.705,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,batch,10000,1,300,297667,337750,3359.459,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,build,10000,100,300,47084,56666,2123863.733,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,build,10000,100,300,50959,63583,1962361.899,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,build,10000,100,300,47333,57125,2112690.934,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,merge,10000,2,300,59792,74875,33449.291,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,merge,10000,2,300,321584,382625,6219.215,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,merge,10000,2,300,313291,385084,6383.841,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,range-delete,10000,100,300,76917,91625,1300102.708,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,range-delete,10000,100,300,429125,486792,233032.333,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,range-delete,10000,100,300,394833,454000,253271.636,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,forward,10000,1024,300,77500,90417,13212903.226,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,forward,10000,1024,300,77375,93292,13234248.788,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,5,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,forward,10000,1024,300,79417,96375,12893964.768,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,put,10000,1,300,32542,38875,30729.519,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,put,10000,1,300,239959,275708,4167.379,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,put,10000,1,300,238125,275750,4199.475,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,delete,10000,1,300,20417,27750,48978.792,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,delete,10000,1,300,103417,122709,9669.590,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,delete,10000,1,300,103125,124916,9696.970,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,batch,10000,1,300,39500,42791,25316.456,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,batch,10000,1,300,303084,350584,3299.415,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,batch,10000,1,300,306042,352875,3267.525,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,build,10000,100,300,47000,51041,2127659.574,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,build,10000,100,300,48958,53750,2042567.098,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,build,10000,100,300,48833,58833,2047795.548,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,merge,10000,2,300,59625,75000,33542.977,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,merge,10000,2,300,276417,324166,7235.445,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,merge,10000,2,300,277125,319291,7216.960,300,0,e8d1d22489386cad8c25204d0a6c140c5c2cbebd4ebc450f2aca73ca4a3f96ab
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,range-delete,10000,100,300,66791,80917,1497207.708,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,range-delete,10000,100,300,381416,435667,262180.926,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,range-delete,10000,100,300,377667,432792,264783.526,300,0,1f681dd2854cf53aa763f95fe9e2611e5c6d1a02177d082fc0d4f806b69d7e7c
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sync_ready,forward,10000,1024,300,76375,88250,13407528.642,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,async_over_sync,forward,10000,1024,300,77625,94250,13191626.409,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,native_async,forward,10000,1024,300,79458,93083,12887311.536,307200,0,cefb07b3acd7badf17b69321495dc2f9c9db417d7d2cd61095ffe3c396582527
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,put,10000,1,300,34000,43125,29411.765,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,put,10000,1,300,236750,277000,4223.865,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,put,10000,1,300,237792,274917,4205.356,300,0,1bb684eb5258165e7cb93377062996a87f2ee253b0107fda9402eee786a99a58
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,delete,10000,1,300,20292,24959,49280.505,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,delete,10000,1,300,103958,126250,9619.269,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,delete,10000,1,300,107292,120084,9320.359,300,0,3bc4408758b15ce633f645d50cda57da461b13bb69231b4eb811843afdbe1fff
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,batch,10000,1,300,39250,43584,25477.707,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,batch,10000,1,300,298250,347167,3352.892,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,batch,10000,1,300,342084,404750,2923.259,300,0,e3579c9ec3f4a03c84f73692a9475932a6ee7fe69c9e34f9da70eef58f01517f
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sync_ready,build,10000,100,300,55708,93750,1795074.316,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,async_over_sync,build,10000,100,300,53750,77791,1860465.116,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
foundation,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,native_async,build,10000,100,300,53208,75792,1879416.629,300,0,6cbb98e8071c96a42e9f537cc779cf715cbc46058ce7e9384a24e720ba6aca4a
