schema,revision,dirty,adapter,records,repetition,build_ns,records_per_sec,database_bytes,observed_records,validated,error
sqlite-turso-local-v1,async-first,true,sqlite-sync,100,1,529792,188753.32205846824,20480,100,true,
sqlite-turso-local-v1,async-first,true,turso-async,100,1,1388125,72039.6217919856,74168,100,true,
