profile,records,workload,runs,operations,original_total_ns,current_total_ns,latency_delta_pct,latency_class,original_min_ns,original_max_ns,current_min_ns,current_max_ns,original_ns_per_op,current_ns_per_op,original_ops_per_sec,current_ops_per_sec,original_peak_rss,current_peak_rss,rss_delta_pct,memory_regression,original_fixture_bytes,current_fixture_bytes,fixture_delta_pct,size_regression,original_nodes_read,current_nodes_read,original_nodes_written,current_nodes_written,original_bytes_read,current_bytes_read,original_bytes_written,current_bytes_written,io_regression,original_tree_bytes,current_tree_bytes,original_node_payload,current_node_payload,original_num_nodes,current_num_nodes,original_height,current_height,original_entries,current_entries
full,1000000,clustered_batch_deletes,5,10000,80020125,26434209,-66.966,material gain,74705083,87580500,21361459,138270500,8002.012,2643.421,124968.563,378297.682,199098368,194347008,-2.386,false,46628864,46837760,0.448,false,39,9,4,3,459956,95136,46083,23911,false,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
full,1000000,sorted_stream_build,5,1000000,838644667,845448791,0.811,noise-sensitive,835890125,890135500,810133083,887387500,838.645,845.449,1192400.118,1182803.749,200097792,185057280,-7.517,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,10000000,clustered_batch_deletes,5,10000,125526750,56347666,-55.111,material gain,115640209,129097333,50818792,63949250,12552.675,5634.767,79664.295,177469.640,1867464704,1874100224,0.355,false,466632704,468652032,0.433,false,37,10,4,4,432979,127828,19251,52518,true,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
full,10000000,sorted_stream_build,5,10000000,10500453917,10407159666,-0.888,noise-sensitive,10194224208,11227103875,10138403833,10782699000,1050.045,1040.716,952339.783,960876.966,1866104832,1714176000,-8.141,false,466608128,468590592,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,1000000,clustered_batch_deletes,5,10000,81106583,24409209,-69.905,material gain,73304583,85727042,23096250,28266417,8110.658,2440.921,123294.554,409681.444,199606272,178323456,-10.662,false,46628864,46837760,0.448,false,39,9,4,3,459956,95136,46083,23911,false,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
normal,1000000,sorted_stream_build,5,1000000,842775167,822221959,-2.439,noise-sensitive,839891125,918142833,816171041,898912875,842.775,822.222,1186556.082,1216216.606,199802880,185057280,-7.380,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,10000000,clustered_batch_deletes,5,10000,124758292,54749084,-56.116,material gain,120645000,128987750,53468375,226512666,12475.829,5474.908,80154.993,182651.458,1867726848,1878147072,0.558,false,466632704,468652032,0.433,false,37,10,4,4,432979,127828,19251,52518,true,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
normal,10000000,sorted_stream_build,5,10000000,10521386417,10356925708,-1.563,noise-sensitive,10287442500,11143657833,10224012417,10470469416,1052.139,1035.693,950445.084,965537.485,1866039296,1715191808,-8.084,false,466608128,468590592,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
