version,profile,records,run,workload,order,exit_status,validation,stdout,stderr,timing
current,normal,10000000,2,sorted_stream_build,1,0,ok,raw/10000000-normal-r2-sorted_stream_build-current.stdout,raw/10000000-normal-r2-sorted_stream_build-current.stderr,raw/10000000-normal-r2-sorted_stream_build-current.time
current,normal,10000000,2,clustered_batch_deletes,1,0,ok,raw/10000000-normal-r2-clustered_batch_deletes-current.stdout,raw/10000000-normal-r2-clustered_batch_deletes-current.stderr,raw/10000000-normal-r2-clustered_batch_deletes-current.time
original,normal,10000000,2,sorted_stream_build,2,0,ok,raw/10000000-normal-r2-sorted_stream_build-original.stdout,raw/10000000-normal-r2-sorted_stream_build-original.stderr,raw/10000000-normal-r2-sorted_stream_build-original.time
original,normal,10000000,2,clustered_batch_deletes,2,0,ok,raw/10000000-normal-r2-clustered_batch_deletes-original.stdout,raw/10000000-normal-r2-clustered_batch_deletes-original.stderr,raw/10000000-normal-r2-clustered_batch_deletes-original.time
current,full,10000000,2,sorted_stream_build,1,0,ok,raw/10000000-full-r2-sorted_stream_build-current.stdout,raw/10000000-full-r2-sorted_stream_build-current.stderr,raw/10000000-full-r2-sorted_stream_build-current.time
current,full,10000000,2,clustered_batch_deletes,1,0,ok,raw/10000000-full-r2-clustered_batch_deletes-current.stdout,raw/10000000-full-r2-clustered_batch_deletes-current.stderr,raw/10000000-full-r2-clustered_batch_deletes-current.time
original,full,10000000,2,sorted_stream_build,2,0,ok,raw/10000000-full-r2-sorted_stream_build-original.stdout,raw/10000000-full-r2-sorted_stream_build-original.stderr,raw/10000000-full-r2-sorted_stream_build-original.time
original,full,10000000,2,clustered_batch_deletes,2,0,ok,raw/10000000-full-r2-clustered_batch_deletes-original.stdout,raw/10000000-full-r2-clustered_batch_deletes-original.stderr,raw/10000000-full-r2-clustered_batch_deletes-original.time
original,full,1000000,3,sorted_stream_build,1,0,ok,raw/1000000-full-r3-sorted_stream_build-original.stdout,raw/1000000-full-r3-sorted_stream_build-original.stderr,raw/1000000-full-r3-sorted_stream_build-original.time
original,full,1000000,3,clustered_batch_deletes,1,0,ok,raw/1000000-full-r3-clustered_batch_deletes-original.stdout,raw/1000000-full-r3-clustered_batch_deletes-original.stderr,raw/1000000-full-r3-clustered_batch_deletes-original.time
current,full,1000000,3,sorted_stream_build,2,0,ok,raw/1000000-full-r3-sorted_stream_build-current.stdout,raw/1000000-full-r3-sorted_stream_build-current.stderr,raw/1000000-full-r3-sorted_stream_build-current.time
current,full,1000000,3,clustered_batch_deletes,2,0,ok,raw/1000000-full-r3-clustered_batch_deletes-current.stdout,raw/1000000-full-r3-clustered_batch_deletes-current.stderr,raw/1000000-full-r3-clustered_batch_deletes-current.time
original,normal,1000000,3,sorted_stream_build,1,0,ok,raw/1000000-normal-r3-sorted_stream_build-original.stdout,raw/1000000-normal-r3-sorted_stream_build-original.stderr,raw/1000000-normal-r3-sorted_stream_build-original.time
original,normal,1000000,3,clustered_batch_deletes,1,0,ok,raw/1000000-normal-r3-clustered_batch_deletes-original.stdout,raw/1000000-normal-r3-clustered_batch_deletes-original.stderr,raw/1000000-normal-r3-clustered_batch_deletes-original.time
current,normal,1000000,3,sorted_stream_build,2,0,ok,raw/1000000-normal-r3-sorted_stream_build-current.stdout,raw/1000000-normal-r3-sorted_stream_build-current.stderr,raw/1000000-normal-r3-sorted_stream_build-current.time
current,normal,1000000,3,clustered_batch_deletes,2,0,ok,raw/1000000-normal-r3-clustered_batch_deletes-current.stdout,raw/1000000-normal-r3-clustered_batch_deletes-current.stderr,raw/1000000-normal-r3-clustered_batch_deletes-current.time
original,full,10000000,3,sorted_stream_build,1,0,ok,raw/10000000-full-r3-sorted_stream_build-original.stdout,raw/10000000-full-r3-sorted_stream_build-original.stderr,raw/10000000-full-r3-sorted_stream_build-original.time
original,full,10000000,3,clustered_batch_deletes,1,0,ok,raw/10000000-full-r3-clustered_batch_deletes-original.stdout,raw/10000000-full-r3-clustered_batch_deletes-original.stderr,raw/10000000-full-r3-clustered_batch_deletes-original.time
current,full,10000000,3,sorted_stream_build,2,0,ok,raw/10000000-full-r3-sorted_stream_build-current.stdout,raw/10000000-full-r3-sorted_stream_build-current.stderr,raw/10000000-full-r3-sorted_stream_build-current.time
current,full,10000000,3,clustered_batch_deletes,2,0,ok,raw/10000000-full-r3-clustered_batch_deletes-current.stdout,raw/10000000-full-r3-clustered_batch_deletes-current.stderr,raw/10000000-full-r3-clustered_batch_deletes-current.time
original,normal,10000000,3,sorted_stream_build,1,0,ok,raw/10000000-normal-r3-sorted_stream_build-original.stdout,raw/10000000-normal-r3-sorted_stream_build-original.stderr,raw/10000000-normal-r3-sorted_stream_build-original.time
original,normal,10000000,3,clustered_batch_deletes,1,0,ok,raw/10000000-normal-r3-clustered_batch_deletes-original.stdout,raw/10000000-normal-r3-clustered_batch_deletes-original.stderr,raw/10000000-normal-r3-clustered_batch_deletes-original.time
current,normal,10000000,3,sorted_stream_build,2,0,ok,raw/10000000-normal-r3-sorted_stream_build-current.stdout,raw/10000000-normal-r3-sorted_stream_build-current.stderr,raw/10000000-normal-r3-sorted_stream_build-current.time
current,normal,10000000,3,clustered_batch_deletes,2,0,ok,raw/10000000-normal-r3-clustered_batch_deletes-current.stdout,raw/10000000-normal-r3-clustered_batch_deletes-current.stderr,raw/10000000-normal-r3-clustered_batch_deletes-current.time
current,normal,1000000,4,sorted_stream_build,1,0,ok,raw/1000000-normal-r4-sorted_stream_build-current.stdout,raw/1000000-normal-r4-sorted_stream_build-current.stderr,raw/1000000-normal-r4-sorted_stream_build-current.time
current,normal,1000000,4,clustered_batch_deletes,1,0,ok,raw/1000000-normal-r4-clustered_batch_deletes-current.stdout,raw/1000000-normal-r4-clustered_batch_deletes-current.stderr,raw/1000000-normal-r4-clustered_batch_deletes-current.time
original,normal,1000000,4,sorted_stream_build,2,0,ok,raw/1000000-normal-r4-sorted_stream_build-original.stdout,raw/1000000-normal-r4-sorted_stream_build-original.stderr,raw/1000000-normal-r4-sorted_stream_build-original.time
original,normal,1000000,4,clustered_batch_deletes,2,0,ok,raw/1000000-normal-r4-clustered_batch_deletes-original.stdout,raw/1000000-normal-r4-clustered_batch_deletes-original.stderr,raw/1000000-normal-r4-clustered_batch_deletes-original.time
current,full,1000000,4,sorted_stream_build,1,0,ok,raw/1000000-full-r4-sorted_stream_build-current.stdout,raw/1000000-full-r4-sorted_stream_build-current.stderr,raw/1000000-full-r4-sorted_stream_build-current.time
current,full,1000000,4,clustered_batch_deletes,1,0,ok,raw/1000000-full-r4-clustered_batch_deletes-current.stdout,raw/1000000-full-r4-clustered_batch_deletes-current.stderr,raw/1000000-full-r4-clustered_batch_deletes-current.time
original,full,1000000,4,sorted_stream_build,2,0,ok,raw/1000000-full-r4-sorted_stream_build-original.stdout,raw/1000000-full-r4-sorted_stream_build-original.stderr,raw/1000000-full-r4-sorted_stream_build-original.time
original,full,1000000,4,clustered_batch_deletes,2,0,ok,raw/1000000-full-r4-clustered_batch_deletes-original.stdout,raw/1000000-full-r4-clustered_batch_deletes-original.stderr,raw/1000000-full-r4-clustered_batch_deletes-original.time
current,normal,10000000,4,sorted_stream_build,1,0,ok,raw/10000000-normal-r4-sorted_stream_build-current.stdout,raw/10000000-normal-r4-sorted_stream_build-current.stderr,raw/10000000-normal-r4-sorted_stream_build-current.time
current,normal,10000000,4,clustered_batch_deletes,1,0,ok,raw/10000000-normal-r4-clustered_batch_deletes-current.stdout,raw/10000000-normal-r4-clustered_batch_deletes-current.stderr,raw/10000000-normal-r4-clustered_batch_deletes-current.time
original,normal,10000000,4,sorted_stream_build,2,0,ok,raw/10000000-normal-r4-sorted_stream_build-original.stdout,raw/10000000-normal-r4-sorted_stream_build-original.stderr,raw/10000000-normal-r4-sorted_stream_build-original.time
original,normal,10000000,4,clustered_batch_deletes,2,0,ok,raw/10000000-normal-r4-clustered_batch_deletes-original.stdout,raw/10000000-normal-r4-clustered_batch_deletes-original.stderr,raw/10000000-normal-r4-clustered_batch_deletes-original.time
current,full,10000000,4,sorted_stream_build,1,0,ok,raw/10000000-full-r4-sorted_stream_build-current.stdout,raw/10000000-full-r4-sorted_stream_build-current.stderr,raw/10000000-full-r4-sorted_stream_build-current.time
current,full,10000000,4,clustered_batch_deletes,1,0,ok,raw/10000000-full-r4-clustered_batch_deletes-current.stdout,raw/10000000-full-r4-clustered_batch_deletes-current.stderr,raw/10000000-full-r4-clustered_batch_deletes-current.time
original,full,10000000,4,sorted_stream_build,2,0,ok,raw/10000000-full-r4-sorted_stream_build-original.stdout,raw/10000000-full-r4-sorted_stream_build-original.stderr,raw/10000000-full-r4-sorted_stream_build-original.time
original,full,10000000,4,clustered_batch_deletes,2,0,ok,raw/10000000-full-r4-clustered_batch_deletes-original.stdout,raw/10000000-full-r4-clustered_batch_deletes-original.stderr,raw/10000000-full-r4-clustered_batch_deletes-original.time
original,full,1000000,5,sorted_stream_build,1,0,ok,raw/1000000-full-r5-sorted_stream_build-original.stdout,raw/1000000-full-r5-sorted_stream_build-original.stderr,raw/1000000-full-r5-sorted_stream_build-original.time
original,full,1000000,5,clustered_batch_deletes,1,0,ok,raw/1000000-full-r5-clustered_batch_deletes-original.stdout,raw/1000000-full-r5-clustered_batch_deletes-original.stderr,raw/1000000-full-r5-clustered_batch_deletes-original.time
current,full,1000000,5,sorted_stream_build,2,0,ok,raw/1000000-full-r5-sorted_stream_build-current.stdout,raw/1000000-full-r5-sorted_stream_build-current.stderr,raw/1000000-full-r5-sorted_stream_build-current.time
current,full,1000000,5,clustered_batch_deletes,2,0,ok,raw/1000000-full-r5-clustered_batch_deletes-current.stdout,raw/1000000-full-r5-clustered_batch_deletes-current.stderr,raw/1000000-full-r5-clustered_batch_deletes-current.time
original,normal,1000000,5,sorted_stream_build,1,0,ok,raw/1000000-normal-r5-sorted_stream_build-original.stdout,raw/1000000-normal-r5-sorted_stream_build-original.stderr,raw/1000000-normal-r5-sorted_stream_build-original.time
original,normal,1000000,5,clustered_batch_deletes,1,0,ok,raw/1000000-normal-r5-clustered_batch_deletes-original.stdout,raw/1000000-normal-r5-clustered_batch_deletes-original.stderr,raw/1000000-normal-r5-clustered_batch_deletes-original.time
current,normal,1000000,5,sorted_stream_build,2,0,ok,raw/1000000-normal-r5-sorted_stream_build-current.stdout,raw/1000000-normal-r5-sorted_stream_build-current.stderr,raw/1000000-normal-r5-sorted_stream_build-current.time
current,normal,1000000,5,clustered_batch_deletes,2,0,ok,raw/1000000-normal-r5-clustered_batch_deletes-current.stdout,raw/1000000-normal-r5-clustered_batch_deletes-current.stderr,raw/1000000-normal-r5-clustered_batch_deletes-current.time
original,full,10000000,5,sorted_stream_build,1,0,ok,raw/10000000-full-r5-sorted_stream_build-original.stdout,raw/10000000-full-r5-sorted_stream_build-original.stderr,raw/10000000-full-r5-sorted_stream_build-original.time
original,full,10000000,5,clustered_batch_deletes,1,0,ok,raw/10000000-full-r5-clustered_batch_deletes-original.stdout,raw/10000000-full-r5-clustered_batch_deletes-original.stderr,raw/10000000-full-r5-clustered_batch_deletes-original.time
current,full,10000000,5,sorted_stream_build,2,0,ok,raw/10000000-full-r5-sorted_stream_build-current.stdout,raw/10000000-full-r5-sorted_stream_build-current.stderr,raw/10000000-full-r5-sorted_stream_build-current.time
current,full,10000000,5,clustered_batch_deletes,2,0,ok,raw/10000000-full-r5-clustered_batch_deletes-current.stdout,raw/10000000-full-r5-clustered_batch_deletes-current.stderr,raw/10000000-full-r5-clustered_batch_deletes-current.time
original,normal,10000000,5,sorted_stream_build,1,0,ok,raw/10000000-normal-r5-sorted_stream_build-original.stdout,raw/10000000-normal-r5-sorted_stream_build-original.stderr,raw/10000000-normal-r5-sorted_stream_build-original.time
original,normal,10000000,5,clustered_batch_deletes,1,0,ok,raw/10000000-normal-r5-clustered_batch_deletes-original.stdout,raw/10000000-normal-r5-clustered_batch_deletes-original.stderr,raw/10000000-normal-r5-clustered_batch_deletes-original.time
current,normal,10000000,5,sorted_stream_build,2,0,ok,raw/10000000-normal-r5-sorted_stream_build-current.stdout,raw/10000000-normal-r5-sorted_stream_build-current.stderr,raw/10000000-normal-r5-sorted_stream_build-current.time
current,normal,10000000,5,clustered_batch_deletes,2,0,ok,raw/10000000-normal-r5-clustered_batch_deletes-current.stdout,raw/10000000-normal-r5-clustered_batch_deletes-current.stderr,raw/10000000-normal-r5-clustered_batch_deletes-current.time
