implementation,revision,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,run
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,append,range_scan,1300000,9097250,6.998,142900327.022,5b78f26021f8f5fe,1300000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,append,write,300000,477641875,1592.140,628085.634,5b78f26021f8f5fe,1300000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,append,point_read,100000,64717917,647.179,1545167.160,5b78f26021f8f5fe,1300000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,append,range_scan,1300000,35971084,27.670,36140139.674,5b78f26021f8f5fe,1300000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,random,write,300000,749140667,2497.136,400458.837,31410e2e26ae4359,1150000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,random,point_read,100000,49381833,493.818,2025036.211,31410e2e26ae4359,1150000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,random,range_scan,1150000,6257583,5.441,183777027.009,31410e2e26ae4359,1150000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,random,write,300000,765032291,2550.108,392140.310,31410e2e26ae4359,1150000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,random,point_read,100000,143465666,1434.657,697030.884,31410e2e26ae4359,1150000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,random,range_scan,1150000,31014917,26.969,37078932.051,31410e2e26ae4359,1150000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,clustered,write,300000,414703208,1382.344,723408.920,800dca3c814e1e50,1150000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,clustered,point_read,100000,63627584,636.276,1571645.405,800dca3c814e1e50,1150000,true,2
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,clustered,range_scan,1150000,31391375,27.297,36634266.578,800dca3c814e1e50,1150000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,clustered,write,300000,161627416,538.758,1856120.746,800dca3c814e1e50,1150000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,clustered,point_read,100000,11982709,119.827,8345358.299,800dca3c814e1e50,1150000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,clustered,range_scan,1150000,7966417,6.927,144355988.395,800dca3c814e1e50,1150000,true,2
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,append,write,1000000,293599458,293.599,3406000.838,9022bebe1b37f1a0,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,append,point_read,100000,54589500,545.895,1831854.111,9022bebe1b37f1a0,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,append,range_scan,1000000,5533417,5.533,180720158.990,9022bebe1b37f1a0,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,append,write,1000000,2157887833,2157.888,463416.117,9022bebe1b37f1a0,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,append,point_read,100000,144231208,1442.312,693331.224,9022bebe1b37f1a0,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,append,range_scan,1000000,29161417,29.161,34291886.433,9022bebe1b37f1a0,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,random,write,1000000,600292167,600.292,1665855.487,1ea63edc2fc9d3ae,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,random,point_read,100000,62198833,621.988,1607747.206,1ea63edc2fc9d3ae,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,random,range_scan,1000000,11263250,11.263,88784320.689,1ea63edc2fc9d3ae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,random,write,1000000,2448118375,2448.118,408476.980,1ea63edc2fc9d3ae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,random,point_read,100000,140844500,1408.445,710002.876,1ea63edc2fc9d3ae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,random,range_scan,1000000,25896208,25.896,38615692.305,1ea63edc2fc9d3ae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,clustered,write,1000000,1641333667,1641.334,609260.640,97982a098e54aeae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,clustered,point_read,100000,141324541,1413.245,707591.189,97982a098e54aeae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,fresh,clustered,range_scan,1000000,26673250,26.673,37490744.472,97982a098e54aeae,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,clustered,write,1000000,393944834,393.945,2538426.484,97982a098e54aeae,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,clustered,point_read,100000,57365833,573.658,1743197.907,97982a098e54aeae,1000000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,fresh,clustered,range_scan,1000000,5660416,5.660,176665460.630,97982a098e54aeae,1000000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,append,write,300000,488803875,1629.346,613743.089,5b78f26021f8f5fe,1300000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,append,point_read,100000,65344500,653.445,1530350.680,5b78f26021f8f5fe,1300000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,append,range_scan,1300000,35253667,27.118,36875596.516,5b78f26021f8f5fe,1300000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,append,write,300000,91889750,306.299,3264781.981,5b78f26021f8f5fe,1300000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,append,point_read,100000,17915000,179.150,5581914.597,5b78f26021f8f5fe,1300000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,append,range_scan,1300000,7982417,6.140,162857941.398,5b78f26021f8f5fe,1300000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,random,write,300000,748444500,2494.815,400831.324,31410e2e26ae4359,1150000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,random,point_read,100000,146423583,1464.236,682950.096,31410e2e26ae4359,1150000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,random,range_scan,1150000,31610375,27.487,36380460.529,31410e2e26ae4359,1150000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,random,write,300000,738771334,2462.571,406079.644,31410e2e26ae4359,1150000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,random,point_read,100000,52451375,524.514,1906527.713,31410e2e26ae4359,1150000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,random,range_scan,1150000,6304000,5.482,182423857.868,31410e2e26ae4359,1150000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,clustered,write,300000,159864000,532.880,1876595.106,800dca3c814e1e50,1150000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,clustered,point_read,100000,13406292,134.063,7459184.091,800dca3c814e1e50,1150000,true,3
rust,b087770d79b5+src.b85a0408b624,1000000,mutation,clustered,range_scan,1150000,9186416,7.988,125184838.135,800dca3c814e1e50,1150000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,clustered,write,300000,382591833,1275.306,784125.468,800dca3c814e1e50,1150000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,clustered,point_read,100000,63572625,635.726,1573004.104,800dca3c814e1e50,1150000,true,3
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,1000000,mutation,clustered,range_scan,1150000,31731333,27.592,36241780.325,800dca3c814e1e50,1150000,true,3
