workload,base_entries,mutations,workers,effective_workers,callers,run,elapsed_ns,ops_per_sec,p50_ns,p95_ns,p99_ns,peak_rss_bytes,nodes_read,nodes_written,bytes_read,bytes_written,batch_get_calls,batch_put_calls,parallel_tasks,structural_islands,coalesced_islands,root
value-only,1000000,100000,1,1,1,3,295927959,337920.081,300884458,301480833,301480833,867958784,14912,14912,27820240,27220240,0,1,0,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,1,1,1,4,301444291,331736.254,300884458,301480833,301480833,872136704,14912,14912,27820240,27220240,0,1,0,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,1,1,1,5,297366625,336285.217,300884458,301480833,301480833,873431040,14912,14912,27820240,27220240,0,1,0,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,1,1,1,6,301480833,331696.045,300884458,301480833,301480833,883474432,14912,14912,27820240,27220240,0,1,0,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,0,12,1,1,227950291,438692.136,228052750,228868542,228868542,863469568,14912,14912,27820240,27220240,36,1,12,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,0,12,1,2,228059667,438481.742,228052750,228868542,228868542,866844672,14912,14912,27820240,27220240,36,1,12,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,0,12,1,3,228052750,438495.041,228052750,228868542,228868542,870088704,14912,14912,27820240,27220240,36,1,12,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,0,12,1,4,226971958,440583.061,228052750,228868542,228868542,872103936,14912,14912,27820240,27220240,36,1,12,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,0,12,1,5,228868542,436932.045,228052750,228868542,228868542,875085824,14912,14912,27820240,27220240,36,1,12,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
value-only,1000000,100000,0,12,1,6,228568584,437505.445,228052750,228868542,228868542,876625920,14912,14912,27820240,27220240,36,1,12,0,0,3ef215964636db4b2c61d4d3073a3213d7503e5ecc21a3e193ba51d78db93c3a
insert-only,1000000,100000,1,1,1,1,372002708,268815.247,351969250,372002708,372002708,997326848,14925,16323,27826689,32422656,0,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,1,1,1,2,351969250,284115.729,351969250,372002708,372002708,997326848,14925,16323,27826689,32422656,0,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,1,1,1,3,350255459,285505.900,351969250,372002708,372002708,997326848,14925,16323,27826689,32422656,0,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,1,1,1,4,352885625,283377.936,351969250,372002708,372002708,997326848,14925,16323,27826689,32422656,0,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,1,1,1,5,351937166,284141.630,351969250,372002708,372002708,997326848,14925,16323,27826689,32422656,0,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,1,1,1,6,352453708,283725.203,351969250,372002708,372002708,997326848,14925,16323,27826689,32422656,0,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,0,1,1,1,346157875,288885.527,350510667,352712375,352712375,997326848,14925,16323,27826689,32422656,3,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,0,1,1,2,350510667,285298.022,350510667,352712375,352712375,997326848,14925,16323,27826689,32422656,3,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,0,1,1,3,351729125,284309.694,350510667,352712375,352712375,997326848,14925,16323,27826689,32422656,3,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,0,1,1,4,352712375,283517.129,350510667,352712375,352712375,997326848,14925,16323,27826689,32422656,3,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,0,1,1,5,352076167,284029.450,350510667,352712375,352712375,997326848,14925,16323,27826689,32422656,3,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
insert-only,1000000,100000,0,1,1,6,349127542,286428.276,350510667,352712375,352712375,997326848,14925,16323,27826689,32422656,3,1,0,0,0,734981ca87dbc77c7ec2345f9014a158532ac5589f09699f39a487c0b85ba08e
delete-only,1000000,100000,1,1,1,1,308940708,323686.706,308060208,310337625,310337625,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,1,1,1,2,308060208,324611.869,308060208,310337625,310337625,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,1,1,1,3,309283959,323327.470,308060208,310337625,310337625,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,1,1,1,4,306900292,325838.725,308060208,310337625,310337625,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,1,1,1,5,310337625,322229.701,308060208,310337625,310337625,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,1,1,1,6,307706291,324985.231,308060208,310337625,310337625,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,0,1,1,1,304673584,328220.119,307829083,311320084,311320084,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,0,1,1,2,307527500,325174.171,307829083,311320084,311320084,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
