workload,base_entries,mutations,workers,effective_workers,callers,run,elapsed_ns,ops_per_sec,p50_ns,p95_ns,p99_ns,peak_rss_bytes,nodes_read,nodes_written,bytes_read,bytes_written,batch_get_calls,batch_put_calls,parallel_tasks,structural_islands,coalesced_islands,root
append,100000,10000,12,1,4,7,2299875,17392249.579,1744083,1850583,1944000,66076672,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,12,1,4,8,2258583,17710219.195,1744083,1850583,1944000,66289664,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,1,2183208,18321662.434,1723958,1857458,1871292,66011136,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,2,2180083,18347925.285,1723958,1857458,1871292,66027520,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,3,2172083,18415502.538,1723958,1857458,1871292,66043904,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,4,2194750,18225310.400,1723958,1857458,1871292,66043904,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,5,2261250,17689331.122,1723958,1857458,1871292,66076672,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,6,2178667,18359850.312,1723958,1857458,1871292,66076672,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,7,2148542,18617276.274,1723958,1857458,1871292,66076672,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,0,1,4,8,2225417,17974159.450,1723958,1857458,1871292,66289664,12,619,9116,883283,0,4,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af
append,100000,10000,1,1,8,1,3216875,24868855.644,1996875,2319584,2757666,72728576,24,1227,18232,1765358,0,8,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af|eaa9c67bd823cc6c74e2076c7623bec07ff9623fe331856ad0dd85a9e5cb1d16|62316c48436736262f457b30551f35c57be8b120670da9a589694de33f4d7e01|1165fb1d783e468c096676ef710d6a5548e492f79302cc421b3e5af967a2dff5|8545fe77a3bf000ba4f8c79be13325cd505fdbb1166b9fa1efcad7ff42adef9c
append,100000,10000,1,1,8,2,2791959,28653715.903,1996875,2319584,2757666,72990720,24,1227,18232,1765358,0,8,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af|eaa9c67bd823cc6c74e2076c7623bec07ff9623fe331856ad0dd85a9e5cb1d16|62316c48436736262f457b30551f35c57be8b120670da9a589694de33f4d7e01|1165fb1d783e468c096676ef710d6a5548e492f79302cc421b3e5af967a2dff5|8545fe77a3bf000ba4f8c79be13325cd505fdbb1166b9fa1efcad7ff42adef9c
append,100000,10000,1,1,8,3,2856250,28008752.735,1996875,2319584,2757666,73072640,24,1227,18232,1765358,0,8,0,0,0,69603fb5ba0eadcc55c1833df192502441e5c3b088c5bf271f7f4a3643f00d5e|12f738d2c427d31794410d9ad579fdbe8476cfbce55ffa33f7d0b4b90e622ff9|262b0fe697304c406b50e454a1e25fe57467990a283cfcf348ad510486fb113e|dd30142f52fe2478b013de6fd38c0839eea9ca5fb35b7f9876f06387820fe8af|eaa9c67bd823cc6c74e2076c7623bec07ff9623fe331856ad0dd85a9e5cb1d16|62316c48436736262f457b30551f35c57be8b120670da9a589694de33f4d7e01|1165fb1d783e468c096676ef710d6a5548e492f79302cc421b3e5af967a2dff5|8545fe77a3bf000ba4f8c79be13325cd505fdbb1166b9fa1efcad7ff42adef9c
