workload,base_entries,mutations,workers,effective_workers,callers,run,elapsed_ns,ops_per_sec,p50_ns,p95_ns,p99_ns,peak_rss_bytes,nodes_read,nodes_written,bytes_read,bytes_written,batch_get_calls,batch_put_calls,parallel_tasks,structural_islands,coalesced_islands,root
mixed-60-20-20,1000000,100000,1,1,1,10,334382084,299059.085,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,11,331056125,302063.585,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,12,330655208,302429.835,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,13,324818750,307864.001,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,14,332654500,300612.197,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,15,334765083,298716.936,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,16,334265916,299163.017,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,17,331546542,301616.779,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,18,333601292,299759.031,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,19,334877916,298616.287,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,20,325699334,307031.638,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,21,327841959,305025.020,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,22,333276083,300051.534,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,23,325311708,307397.482,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,24,332069708,301141.590,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,25,335951541,297661.977,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,26,329494083,303495.587,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,27,330621750,302460.440,332398584,337637500,351716125,1178632192,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
