implementation,revision,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,run
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,fresh,random,write,5000000,5173614000,1034.723,966442.413,381618c8cd44f2be,5000000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,fresh,random,point_read,100000,110137792,1101.378,907953.557,381618c8cd44f2be,5000000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,fresh,random,range_scan,5000000,170965958,34.193,29245588.177,381618c8cd44f2be,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,random,write,5000000,26173686042,5234.737,191031.557,381618c8cd44f2be,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,random,point_read,100000,148823458,1488.235,671937.081,381618c8cd44f2be,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,random,range_scan,5000000,192037458,38.407,26036587.091,381618c8cd44f2be,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,clustered,write,5000000,19403896083,3880.779,257680.209,8ef05bfe0e072492,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,clustered,point_read,100000,176101625,1761.016,567853.931,8ef05bfe0e072492,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,clustered,range_scan,5000000,189659792,37.932,26362994.219,8ef05bfe0e072492,5000000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,fresh,clustered,write,5000000,3344938541,668.988,1494795.775,8ef05bfe0e072492,5000000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,fresh,clustered,point_read,100000,110505458,1105.055,904932.678,8ef05bfe0e072492,5000000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,fresh,clustered,range_scan,5000000,174549833,34.910,28645114.774,8ef05bfe0e072492,5000000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,append,write,1500000,4452612500,2968.408,336880.876,d63ec1ddc44a3175,6500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,append,point_read,100000,66371708,663.717,1506666.063,d63ec1ddc44a3175,6500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,append,range_scan,6500000,253525958,39.004,25638400.309,d63ec1ddc44a3175,6500000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,append,write,1500000,828596500,552.398,1810290.051,d63ec1ddc44a3175,6500000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,append,point_read,100000,35043167,350.432,2853623.361,d63ec1ddc44a3175,6500000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,append,range_scan,6500000,245769833,37.811,26447509.528,d63ec1ddc44a3175,6500000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,random,write,1500000,6225637417,4150.425,240939.184,cf7592b3374c733e,5750000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,random,point_read,100000,219814167,2198.142,454929.732,cf7592b3374c733e,5750000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,random,range_scan,5750000,235734416,40.997,24391856.300,cf7592b3374c733e,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,random,write,1500000,3845146917,2563.431,390102.129,cf7592b3374c733e,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,random,point_read,100000,115031250,1150.312,869328.987,cf7592b3374c733e,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,random,range_scan,5750000,221044667,38.443,26012842.011,cf7592b3374c733e,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,clustered,write,1500000,1166684166,777.789,1285695.001,e8f1b4b849a1800c,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,clustered,point_read,100000,32364167,323.642,3089836.979,e8f1b4b849a1800c,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,5000000,mutation,clustered,range_scan,5750000,201150167,34.983,28585608.880,e8f1b4b849a1800c,5750000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,clustered,write,1500000,3717014750,2478.010,403549.650,e8f1b4b849a1800c,5750000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,clustered,point_read,100000,66281042,662.810,1508727.035,e8f1b4b849a1800c,5750000,true,3
native-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,mutation,clustered,range_scan,5750000,224500209,39.044,25612448.316,e8f1b4b849a1800c,5750000,true,3
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,append,write,10000000,5532312500,553.231,1807562.389,f7849416b3dcc750,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,append,point_read,100000,123968458,1239.685,806656.803,f7849416b3dcc750,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,append,range_scan,10000000,381027958,38.103,26244793.302,f7849416b3dcc750,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,write,10000000,147542594875,14754.259,67777.038,f7849416b3dcc750,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,point_read,100000,180822000,1808.220,553030.052,f7849416b3dcc750,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,range_scan,10000000,403867166,40.387,24760616.465,f7849416b3dcc750,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,random,write,10000000,10382898750,1038.290,963122.172,4d41b1d77b2f6508,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,random,point_read,100000,118066500,1180.665,846980.303,4d41b1d77b2f6508,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,random,range_scan,10000000,398091875,39.809,25119829.436,4d41b1d77b2f6508,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,write,10000000,91644921750,9164.492,109116.793,4d41b1d77b2f6508,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,point_read,100000,156954708,1569.547,637126.476,4d41b1d77b2f6508,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,range_scan,10000000,373613000,37.361,26765663.936,4d41b1d77b2f6508,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,write,10000000,73873855125,7387.386,135365.888,6966fef6c9ae31a0,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,point_read,100000,174795583,1747.956,572096.836,6966fef6c9ae31a0,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,range_scan,10000000,387622416,38.762,25798301.613,6966fef6c9ae31a0,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,clustered,write,10000000,6601430417,660.143,1514823.208,6966fef6c9ae31a0,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,clustered,point_read,100000,117097084,1170.971,853992.231,6966fef6c9ae31a0,10000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,clustered,range_scan,10000000,375053542,37.505,26662859.779,6966fef6c9ae31a0,10000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,write,3000000,13955352584,4651.784,214971.279,f87678739d7b42d0,13000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,point_read,100000,68033834,680.338,1469856.895,f87678739d7b42d0,13000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,range_scan,13000000,560623375,43.125,23188473.010,f87678739d7b42d0,13000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,append,write,3000000,1681868958,560.623,1783729.931,f87678739d7b42d0,13000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,append,point_read,100000,32805958,328.060,3048226.789,f87678739d7b42d0,13000000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,append,range_scan,13000000,502395166,38.646,25876045.153,f87678739d7b42d0,13000000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,write,3000000,16327436458,5442.479,183739.806,e6dbf9a1f5bf1fbb,11500000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,point_read,100000,237345583,2373.456,421326.568,e6dbf9a1f5bf1fbb,11500000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,range_scan,11500000,451488042,39.260,25471327.987,e6dbf9a1f5bf1fbb,11500000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,random,write,3000000,8902340708,2967.447,336990.023,e6dbf9a1f5bf1fbb,11500000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,random,point_read,100000,132632042,1326.320,753965.622,e6dbf9a1f5bf1fbb,11500000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,random,range_scan,11500000,441224125,38.367,26063851.336,e6dbf9a1f5bf1fbb,11500000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,clustered,write,3000000,2409857292,803.286,1244886.994,6ca617ea012d7c88,11500000,true,1
