profile,records,workload,runs,operations,original_total_ns,current_total_ns,latency_delta_pct,latency_class,original_min_ns,original_max_ns,current_min_ns,current_max_ns,original_ns_per_op,current_ns_per_op,original_ops_per_sec,current_ops_per_sec,original_peak_rss,current_peak_rss,rss_delta_pct,memory_regression,original_fixture_bytes,current_fixture_bytes,fixture_delta_pct,size_regression,original_nodes_read,current_nodes_read,original_nodes_written,current_nodes_written,original_bytes_read,current_bytes_read,original_bytes_written,current_bytes_written,io_regression,original_tree_bytes,current_tree_bytes,original_node_payload,current_node_payload,original_num_nodes,current_num_nodes,original_height,current_height,original_entries,current_entries
full,1000000,clustered_batch_deletes,5,10000,65140375,68469833,5.111,material regression,62559084,68501542,64733250,71162291,6514.038,6846.983,153514.621,146049.721,214482944,195969024,-8.632,false,46628864,46837760,0.448,false,39,49,4,3,459956,502270,46083,23911,true,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
full,1000000,sorted_stream_build,5,1000000,803000958,780178541,-2.842,noise-sensitive,774045875,831312375,742615000,811736750,803.001,780.179,1245328.527,1281757.889,194707456,199507968,2.465,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
full,10000000,clustered_batch_deletes,5,10000,103651458,127419375,22.931,material regression,98999708,213567958,119220667,136888459,10365.146,12741.938,96477.176,78481.000,2033860608,1878720512,-7.628,false,466632704,468652032,0.433,false,37,48,4,4,432979,521551,19251,52518,true,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
full,10000000,sorted_stream_build,5,10000000,10108761334,9495483791,-6.067,material gain,9598779791,10226640792,9309020625,9836715875,1010.876,949.548,989240.884,1053132.228,2032943104,1881964544,-7.427,false,466608128,468590592,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,1000000,clustered_batch_deletes,5,10000,65490042,64571834,-1.402,noise-sensitive,62616750,68535625,60753000,68278833,6549.004,6457.183,152694.970,154866.284,198770688,195805184,-1.492,false,46628864,46837760,0.448,false,39,49,4,3,459956,502270,46083,23911,true,40985344,41164194,41445300,41604488,3615,3606,2,2,990000,990000
normal,1000000,sorted_stream_build,5,1000000,800587750,768998167,-3.946,material gain,768872542,843531708,740387583,811282334,800.588,768.998,1249082.315,1300393.217,213663744,199475200,-6.641,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,10000000,clustered_batch_deletes,5,10000,99123833,127177584,28.302,material regression,93931500,115316833,117304916,135916667,9912.383,12717.758,100883.912,78630.209,2032893952,1877868544,-7.626,false,466632704,468652032,0.433,false,37,48,4,4,432979,521551,19251,52518,true,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
normal,10000000,sorted_stream_build,5,10000000,9505189833,9710507875,2.160,noise-sensitive,9392505917,9896437875,9284047417,9957015958,950.519,971.051,1052056.842,1029812.254,1862172672,1880064000,0.961,false,466608128,468590592,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
